Performer,url,WeekID,Week Position,Song,gender,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,month,day,year,artist,years_on_charts
Taylor Swift,http://www.billboard.com/charts/hot-100/2006-09-23,9/23/06,86,Tim McGraw,female,Tim McGrawTaylor Swift,1,,86,1,"['pop', 'post-teen pop']",0Om9WAB5RS09L80DyOfTNa,,Taylor Swift,0.0,232106.0,59.0,0.546,0.506,0.0,-6.334,1.0,0.0269,0.5670000000000001,0.0,0.122,0.39,152.175,4.0,9,23,2006,Taylor Swift,13
Taylor Swift,http://www.billboard.com/charts/hot-100/2015-03-07,3/7/15,51,Wonderland,female,WonderlandTaylor Swift,1,,51,1,"['pop', 'post-teen pop']",6iWMI5oOhWrDbLbjmwTWFq,,1989 (Deluxe Edition),0.0,245560.0,54.0,0.42200000000000004,0.6920000000000001,3.0,-5.447,1.0,0.0549,0.0493,2.57e-05,0.177,0.19699999999999998,184.014,4.0,3,7,2015,Taylor Swift,13
Taylor Swift,http://www.billboard.com/charts/hot-100/2015-03-14,3/14/15,83,You Are In Love,female,You Are In LoveTaylor Swift,1,,83,1,"['pop', 'post-teen pop']",4A2LfnduSTsE8u0ecYROxE,,1989 (Deluxe Edition),0.0,267106.0,55.0,0.474,0.48,2.0,-8.894,1.0,0.0622,0.7070000000000001,0.00010800000000000001,0.0903,0.319,170.109,4.0,3,14,2015,Taylor Swift,13
Taylor Swift,http://www.billboard.com/charts/hot-100/2008-11-22,11/22/08,12,You Belong With Me,female,You Belong With MeTaylor Swift,1,,12,1,"['pop', 'post-teen pop']",3GCL1PydwsLodcpv0Ll1ch,,Fearless,0.0,231133.0,68.0,0.687,0.7829999999999999,6.0,-4.44,1.0,0.0386,0.162,1.3500000000000001e-05,0.114,0.44299999999999995,129.964,4.0,11,22,2008,Taylor Swift,13
Taylor Swift,https://www.billboard.com/charts/hot-100/2019-06-29,6/29/19,2,You Need To Calm Down,female,You Need To Calm DownTaylor Swift,1,,2,1,"['dance pop', 'pop', 'post-teen pop']",6RRNNciQGZEXnqk8SQ9yv5,,Lover,0.0,171360.0,86.0,0.7709999999999999,0.6709999999999999,2.0,-5.617000000000001,1.0,0.0553,0.009290000000000001,0.0,0.0637,0.7140000000000001,85.02600000000001,4.0,6,29,2019,Taylor Swift,13
Taylor Swift,http://www.billboard.com/charts/hot-100/2008-11-15,11/15/08,11,You're Not Sorry,female,You're Not SorryTaylor Swift,1,,11,1,"['pop', 'post-teen pop']",0HmCuN0Z3OX1Qrz43FLOPL,,Fearless,0.0,261786.0,52.0,0.475,0.452,6.0,-4.1339999999999995,1.0,0.027000000000000003,0.146,1.36e-06,0.10800000000000001,0.276,133.959,4.0,11,15,2008,Taylor Swift,13
Taylor Swift,http://www.billboard.com/charts/hot-100/2008-11-29,11/29/08,13,White Horse,female,White HorseTaylor Swift,1,,13,1,"['pop', 'post-teen pop']",6wn61Fzx9XMxQmieLpoIhW,,Fearless,0.0,234426.0,60.0,0.578,0.34,0.0,-8.027000000000001,1.0,0.0264,0.305,0.0,0.10400000000000001,0.223,92.70200000000001,4.0,11,29,2008,Taylor Swift,13
Taylor Swift,http://www.billboard.com/charts/hot-100/2014-11-15,11/15/14,76,Wildest Dreams,female,Wildest DreamsTaylor Swift,1,,76,1,"['pop', 'post-teen pop']",59HjlYCeBsxdI0fcm3zglw,,1989,0.0,220440.0,66.0,0.5529999999999999,0.664,8.0,-7.417000000000001,1.0,0.0741,0.0709,0.0056,0.106,0.467,140.06,4.0,11,15,2014,Taylor Swift,13
Taylor Swift,http://www.billboard.com/charts/hot-100/2010-02-06,2/6/10,2,Today Was A Fairytale,female,Today Was A FairytaleTaylor Swift,1,,2,1,"['pop', 'post-teen pop']",1P5QpwOgXJuoVTm3CWbnLY,,Today Was A Fairytale,0.0,241813.0,44.0,0.485,0.7170000000000001,7.0,-4.54,1.0,0.0321,0.0284,5.63e-06,0.14,0.35600000000000004,158.047,4.0,2,6,2010,Taylor Swift,13
Taylor Swift,http://www.billboard.com/charts/hot-100/2009-11-14,11/14/09,19,Untouchable,female,UntouchableTaylor Swift,1,,19,1,"['pop', 'post-teen pop']",2IZ00ed83ygPIiacYScWUE,,Fearless Platinum Edition,0.0,311040.0,48.0,0.415,0.43200000000000005,5.0,-6.7,1.0,0.0325,0.0715,2.65e-06,0.0984,0.312,199.965,4.0,11,14,2009,Taylor Swift,13
Taylor Swift,http://www.billboard.com/charts/hot-100/2012-08-25,8/25/12,72,We Are Never Ever Getting Back Together,female,We Are Never Ever Getting Back TogetherTaylor Swift,1,,72,1,"['pop', 'post-teen pop']",7AEAGTc8cReDqcbPoY9gwo,,Red,0.0,191880.0,65.0,0.622,0.682,7.0,-5.891,1.0,0.113,0.00995,1.11e-05,0.11199999999999999,0.7809999999999999,86.035,4.0,8,25,2012,Taylor Swift,13
Taylor Swift,http://www.billboard.com/charts/hot-100/2014-11-08,11/8/14,48,Welcome To New York,female,Welcome To New YorkTaylor Swift,1,,48,1,"['pop', 'post-teen pop']",6qnM0XXPZOINWA778uNqQ9,,1989,0.0,212600.0,60.0,0.7929999999999999,0.634,7.0,-4.8069999999999995,1.0,0.0324,0.038,1.76e-06,0.304,0.615,117.023,4.0,11,8,2014,Taylor Swift,13
James Brown,http://www.billboard.com/charts/hot-100/1970-11-21,11/21/70,13,Super Bad (Part 1 & Part 2),male,Super Bad (Part 1 & Part 2)James Brown,1,15.0,13,8,"['funk', 'motown', 'soul']",5YP4k0fN6bgd6EoRafb1TY,,Super Bad,0.0,556453.0,16.0,0.758,0.975,2.0,-3.097,1.0,0.0819,0.47100000000000003,0.0864,0.28600000000000003,0.77,125.92299999999999,4.0,11,21,1970,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1968-10-26,10/26/68,16,Say It Loud - I'm Black And I'm Proud (Part 1),male,Say It Loud - I'm Black And I'm Proud (Part 1)James Brown,1,10.0,10,8,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,10,26,1968,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1970-01-10,1/10/70,25,Ain't It Funky Now (Part 1),male,Ain't It Funky Now (Part 1)James Brown,1,31.0,25,8,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,1,10,1970,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1971-04-17,4/17/71,35,Soul Power (Pt. 1),male,Soul Power (Pt. 1)James Brown,1,29.0,29,8,"['funk', 'motown', 'soul']",4xLUUQe7Nt7d0SA6Y6vUkW,,Gold,0.0,200800.0,17.0,0.9129999999999999,0.722,7.0,-6.981,1.0,0.0455,0.331,0.00318,0.10300000000000001,0.951,104.40299999999999,4.0,4,17,1971,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1972-02-12,2/12/72,61,Talking Loud And Saying Nothing - Part I,male,Talking Loud And Saying Nothing - Part IJames Brown,1,,61,1,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,2,12,1972,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1974-02-09,2/9/74,79,Stoned To The Bone - Part 1,male,Stoned To The Bone - Part 1James Brown,1,71.0,58,11,"['funk', 'motown', 'soul']",3tC8AwTtSolYgKZfEKPpy3,,Star Time,0.0,208066.0,10.0,0.8590000000000001,0.725,0.0,-10.789000000000001,1.0,0.0819,0.23,0.00020800000000000001,0.035,0.86,99.37100000000001,4.0,2,9,1974,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1974-11-02,11/2/74,100,Papa Don't Take No Mess (Part I),male,Papa Don't Take No Mess (Part I)James Brown,1,72.0,31,11,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,11,2,1974,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1971-01-02,1/2/71,53,"Get Up, Get Into It, Get Involved (Pt. 1)",male,"Get Up, Get Into It, Get Involved (Pt. 1)James Brown",1,,53,1,"['funk', 'motown', 'soul']",5lVuPCtegBtsRltgKZadXx,,In the Jungle Groove,0.0,425733.0,23.0,0.759,0.9840000000000001,2.0,-3.76,1.0,0.153,0.478,0.00132,0.113,0.9259999999999999,107.947,4.0,1,2,1971,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1969-04-05,4/5/69,61,"I Don't Want Nobody To Give Me Nothing (Open Up The Door, I'll Get It Mysel",male,"I Don't Want Nobody To Give Me Nothing (Open Up The Door, I'll Get It MyselJames Brown",1,,61,1,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,4,5,1969,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1971-11-13,11/13/71,61,I'm A Greedy Man - Part I,male,I'm A Greedy Man - Part IJames Brown,1,,61,1,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,11,13,1971,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1970-06-20,6/20/70,51,Brother Rapp (Part 1),male,Brother Rapp (Part 1)James Brown,1,45.0,32,8,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,6,20,1970,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1973-10-06,10/6/73,55,"Sexy, Sexy, Sexy",male,"Sexy, Sexy, SexyJames Brown",1,52.0,50,8,"['funk', 'motown', 'soul']",0AVnCf74Y84emd0IDpjtc2,,Slaughter's Big Rip-Off,0.0,187373.0,11.0,0.95,0.561,4.0,-11.24,0.0,0.0466,0.27,0.04,0.0981,0.9690000000000001,127.193,4.0,10,6,1973,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1969-01-25,1/25/69,63,Give It Up Or Turnit A Loose,male,Give It Up Or Turnit A LooseJames Brown,1,,63,1,"['funk', 'motown', 'soul']",5TQcUuSZ9VUXCxGdVj7VxO,,In the Jungle Groove,0.0,369960.0,33.0,0.703,0.88,11.0,-7.132999999999999,0.0,0.0608,0.009640000000000001,0.456,0.111,0.743,114.76299999999999,4.0,1,25,1969,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1971-08-28,8/28/71,65,Make It Funky (Part 1),male,Make It Funky (Part 1)James Brown,1,,65,1,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,8,28,1971,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1972-03-04,3/4/72,68,King Heroin,male,King HeroinJames Brown,1,,68,1,"['funk', 'motown', 'soul']",0zu7GG2nftctpGY7WAYfhW,,There It Is,0.0,238426.0,34.0,0.506,0.32,10.0,-14.447000000000001,0.0,0.327,0.659,1.76e-05,0.135,0.7190000000000001,145.274,3.0,3,4,1972,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1976-08-14,8/14/76,69,Get Up Offa That Thing,male,Get Up Offa That ThingJames Brown,1,,69,1,"['funk', 'motown', 'soul']",0nyrltZrQGAJMBZc1bYvuQ,,20 All-Time Greatest Hits!,0.0,250200.0,54.0,0.883,0.664,4.0,-10.395,1.0,0.41100000000000003,0.225,2.3e-06,0.941,0.8,118.104,4.0,8,14,1976,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1971-05-08,5/8/71,71,I Cried,male,I CriedJames Brown,1,,71,1,"['funk', 'motown', 'soul']",2jH0hsKtB5SayYxPoqKric,,Roots Of A Revolution,0.0,161600.0,8.0,0.6920000000000001,0.13699999999999998,9.0,-15.249,0.0,0.0396,0.7809999999999999,0.00787,0.201,0.518,96.762,3.0,5,8,1971,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1969-12-20,12/20/69,72,Let A Man Come In And Do The Popcorn (Part Two),male,Let A Man Come In And Do The Popcorn (Part Two)James Brown,1,,72,1,"['funk', 'motown', 'soul']",0hA8G8smCwi1h1nmxyRqT3,,It's A New Day - Let A Man Come In,0.0,430120.0,12.0,0.637,0.7020000000000001,1.0,-3.2760000000000002,1.0,0.0632,0.284,0.00043,0.0638,0.9179999999999999,98.711,4.0,12,20,1969,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1970-07-18,7/18/70,72,Get Up (I Feel Like Being Like A) Sex Machine (Part 1),male,Get Up (I Feel Like Being Like A) Sex Machine (Part 1)James Brown,1,,72,1,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,7,18,1970,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1969-08-23,8/23/69,74,Lowdown Popcorn,male,Lowdown PopcornJames Brown,1,,74,1,"['funk', 'motown', 'soul']",6662JVyu6bnukgtzqM81Ap,,Live At Home With His Bad Self (2019 Mix),0.0,410853.0,27.0,0.48700000000000004,0.696,7.0,-7.431,1.0,0.0385,0.0135,0.20600000000000002,0.175,0.645,98.954,4.0,8,23,1969,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1968-11-09,11/9/68,75,Goodbye My Love,male,Goodbye My LoveJames Brown,1,,75,1,"['funk', 'motown', 'soul']",7qA41EPaEQRIIJoEmus3H3,,Say It Loud - I'm Black And I'm Proud,0.0,331626.0,20.0,0.585,0.36700000000000005,3.0,-12.501,0.0,0.0397,0.10400000000000001,0.0,0.0592,0.499,85.189,3.0,11,9,1968,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1971-06-12,6/12/71,75,Escape-ism (Part 1),male,Escape-ism (Part 1)James Brown,1,,75,1,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,6,12,1971,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1969-10-11,10/11/69,78,Let A Man Come In And Do The Popcorn (Part One),male,Let A Man Come In And Do The Popcorn (Part One)James Brown,1,,78,1,"['funk', 'motown', 'soul']",0hA8G8smCwi1h1nmxyRqT3,,It's A New Day - Let A Man Come In,0.0,430120.0,12.0,0.637,0.7020000000000001,1.0,-3.2760000000000002,1.0,0.0632,0.284,0.00043,0.0638,0.9179999999999999,98.711,4.0,10,11,1969,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1972-11-18,11/18/72,79,I Got A Bag Of My Own,male,I Got A Bag Of My OwnJames Brown,1,,79,1,"['funk', 'motown', 'soul']",2eOCRJKWi5LlycAf820tIF,,Star Time,0.0,228360.0,9.0,0.8290000000000001,0.737,0.0,-8.713,1.0,0.10400000000000001,0.174,0.000144,0.289,0.8109999999999999,124.806,4.0,11,18,1972,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1973-01-20,1/20/73,79,I Got Ants In My Pants (and i want to dance) (Part 1),male,I Got Ants In My Pants (and i want to dance) (Part 1)James Brown,1,,79,1,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,1,20,1973,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1974-06-22,6/22/74,79,My Thang,male,My ThangJames Brown,1,,79,1,"['funk', 'motown', 'soul']",4inILczGN25SEhyqS6qhJ2,,Hell,0.0,259760.0,38.0,0.52,0.738,1.0,-10.665999999999999,1.0,0.276,0.0453,0.0,0.355,0.716,203.148,4.0,6,22,1974,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1969-06-14,6/14/69,80,Mother Popcorn (You Got To Have A Mother For Me) Part 1,male,Mother Popcorn (You Got To Have A Mother For Me) Part 1James Brown,1,,80,1,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,6,14,1969,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1970-02-14,2/14/70,83,It's A New Day (Part 1) & (Part 2),male,It's A New Day (Part 1) & (Part 2)James Brown,1,,83,1,"['funk', 'motown', 'soul']",6sJCTxB1HY8W3GvCvhu5GP,,It's A New Day - Let A Man Come In,0.0,354346.0,17.0,0.856,0.857,10.0,-3.4130000000000003,1.0,0.18600000000000003,0.653,7.8e-06,0.166,0.965,114.816,4.0,2,14,1970,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1972-08-05,8/5/72,83,Get On The Good Foot-Part 1,male,Get On The Good Foot-Part 1James Brown,1,,83,1,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,8,5,1972,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1973-03-10,3/10/73,85,Down And Out In New York City,male,Down And Out In New York CityJames Brown,1,,85,1,"['funk', 'motown', 'soul']",0jOnm3CL79MflZQSZiimpg,,Black Caesar,0.0,283493.0,31.0,0.5379999999999999,0.535,1.0,-11.327,1.0,0.0756,0.6,0.000126,0.122,0.835,173.67,4.0,3,10,1973,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1970-03-21,3/21/70,86,Funky Drummer (Part 1),male,Funky Drummer (Part 1)James Brown,1,,86,1,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,3,21,1970,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1971-07-03,7/3/71,88,Hot Pants (She Got To Use What She Got To Get What She Wants) (Pt. 1),male,Hot Pants (She Got To Use What She Got To Get What She Wants) (Pt. 1)James Brown,1,,88,1,"['funk', 'motown', 'soul']",6mwp3O2NelTb7WzB8QoFgh,,20th Century Masters: The Millennium Collection: Best of James Brown,0.0,189706.0,6.0,0.835,0.74,10.0,-6.513999999999999,0.0,0.177,0.281,0.0,0.0557,0.75,98.221,4.0,7,3,1971,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1985-12-07,12/7/85,91,Living In America,male,Living In AmericaJames Brown,1,,91,1,"['funk', 'motown', 'soul']",4Y5yjzs9FFw5qIgfZBd43I,https://p.scdn.co/mp3-preview/7af75ae9545de7a9b88ed91597204969b3ac0bbd?cid=b8d3901151d34489a160e3cf0ab1fa94,Rocky IV,0.0,282840.0,56.0,0.754,0.8540000000000001,0.0,-7.114,1.0,0.0363,0.00148,0.00692,0.0675,0.7609999999999999,113.90799999999999,4.0,12,7,1985,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1971-10-23,10/23/71,93,My Part/Make It Funky (Part 3),male,My Part/Make It Funky (Part 3)James Brown,1,,93,1,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,10,23,1971,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1986-10-18,10/18/86,93,Gravity,male,GravityJames Brown,1,,93,1,"['funk', 'motown', 'soul']",36AfSFGOfSXEVVzz8DVLsx,https://p.scdn.co/mp3-preview/14708047ef097daf60582ddf102aee050741e9d1?cid=b8d3901151d34489a160e3cf0ab1fa94,Gravity,0.0,358426.0,19.0,0.7879999999999999,0.6829999999999999,7.0,-11.684000000000001,1.0,0.0439,0.0374,0.0035399999999999997,0.0703,0.8270000000000001,113.569,4.0,10,18,1986,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1974-11-09,11/9/74,94,Funky President (People It's Bad)/Coldblooded,male,Funky President (People It's Bad)/ColdbloodedJames Brown,1,,94,1,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,11,9,1974,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1975-05-17,5/17/75,87,Sex Machine (Part I),male,Sex Machine (Part I)James Brown,1,,87,1,"['funk', 'motown', 'soul']",5RUesZuGrJwDWkeIsjR9ei,,The Singles: Vol. 9 1973-1975,0.0,348720.0,19.0,0.747,0.988,7.0,-3.785,1.0,0.07400000000000001,0.544,0.00507,0.39399999999999996,0.584,106.353,4.0,5,17,1975,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1971-03-06,3/6/71,90,Spinning Wheel (Pt. 1),male,Spinning Wheel (Pt. 1)James Brown,1,,90,1,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,3,6,1971,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1975-02-22,2/22/75,90,Reality,male,RealityJames Brown,1,,90,1,"['funk', 'motown', 'soul']",1FUXYWHI6XCCxMcTQIsSm1,,Reality,0.0,281560.0,10.0,0.737,0.33,4.0,-14.804,0.0,0.156,0.601,0.00014199999999999998,0.289,0.765,112.475,4.0,2,22,1975,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1960-11-12,11/12/60,91,The Bells,male,The BellsJames Brown,1,,91,1,"['funk', 'motown', 'soul']",5CZaYT4b735LHmFlKKHh8f,,It's A Man's Man's Man's World,0.0,180573.0,20.0,0.49,0.0396,4.0,-21.658,1.0,0.0652,0.624,0.0,0.146,0.188,99.516,3.0,11,12,1960,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1977-02-26,2/26/77,92,Bodyheat (Part 1),male,Bodyheat (Part 1)James Brown,1,,92,1,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,2,26,1977,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1974-03-23,3/23/74,81,The Payback - Part I,male,The Payback - Part IJames Brown,1,,81,1,"['funk', 'motown', 'soul']",5uFVKspbTKxjIbkd6dR9Oj,,The Singles: Vol. 9 1973-1975,0.0,212746.0,20.0,0.883,0.737,10.0,-6.58,0.0,0.21100000000000002,0.248,4.4e-05,0.254,0.6759999999999999,96.962,4.0,3,23,1974,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1969-05-31,5/31/69,81,The Popcorn,male,The PopcornJames Brown,1,,81,1,"['funk', 'motown', 'soul']",5Nv8GtZ2u87p2RuWoZKZkC,,Say It Live And Loud: Live In Dallas 08.26.68 (Expanded Edition),0.0,314640.0,35.0,0.7040000000000001,0.799,8.0,-8.092,1.0,0.0437,0.455,0.185,0.124,0.8859999999999999,120.21799999999999,4.0,5,31,1969,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1972-05-06,5/6/72,100,There It Is (Part 1),male,There It Is (Part 1)James Brown,1,,100,1,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,5,6,1972,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1973-05-19,5/19/73,94,Think,male,ThinkJames Brown,1,,94,1,"['funk', 'motown', 'soul']",6IHmLFjzblJbNswndxldtp,,20 All-Time Greatest Hits!,0.0,165360.0,29.0,0.721,0.665,8.0,-8.756,1.0,0.102,0.446,3.72e-06,0.22399999999999998,0.9259999999999999,78.646,4.0,5,19,1973,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1969-09-13,9/13/69,70,World (Part 1),male,World (Part 1)James Brown,1,,70,1,"['funk', 'motown', 'soul']",1eUOJbd9u8kU3XiYwo7sx4,,It's A New Day - Let A Man Come In,0.0,368706.0,11.0,0.531,0.778,1.0,-3.463,1.0,0.0286,0.52,0.00022,0.326,0.6920000000000001,92.755,4.0,9,13,1969,James Brown,13
James Brown,http://www.billboard.com/charts/hot-100/1968-12-21,12/21/68,92,Tit For Tat (Ain't No Taking Back),male,Tit For Tat (Ain't No Taking Back)James Brown,1,,92,1,"['funk', 'motown', 'soul']",6uMR7QrywhdSqhJSef3YqV,,James Brown's Funky Christmas,0.0,187026.0,45.0,0.809,0.39799999999999996,7.0,-10.231,1.0,0.0409,0.722,0.00176,0.037000000000000005,0.9009999999999999,131.421,4.0,12,21,1968,James Brown,13
The Pointer Sisters,http://www.billboard.com/charts/hot-100/1984-03-17,3/17/84,12,Automatic,female group,AutomaticThe Pointer Sisters,1,15.0,12,8,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock']",0FCyuLdiv6YXC8YvbYkDM3,https://p.scdn.co/mp3-preview/1ec29d9e36e0bf264726be3d4ff531c463e42671?cid=b8d3901151d34489a160e3cf0ab1fa94,Break Out (1983 Version - Expanded Edition),0.0,366360.0,47.0,0.7759999999999999,0.669,5.0,-8.811,1.0,0.0662,0.0236,1.83e-05,0.0863,0.915,111.116,4.0,3,17,1984,,13
The Pointer Sisters,http://www.billboard.com/charts/hot-100/1982-05-08,5/8/82,97,Should I Do It,female group,Should I Do ItThe Pointer Sisters,1,95.0,13,16,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock']",4aloxog6eatkPa34BFmj8G,https://p.scdn.co/mp3-preview/b2fdb6a9f7750c767727012ada875f9718236a83?cid=b8d3901151d34489a160e3cf0ab1fa94,Black & White (Expanded Edition),0.0,231600.0,23.0,0.6659999999999999,0.8029999999999999,11.0,-4.636,0.0,0.0288,0.126,0.000176,0.609,0.75,130.44299999999998,4.0,5,8,1982,,13
The Pointer Sisters,http://www.billboard.com/charts/hot-100/1985-08-31,8/31/85,16,Dare Me,female group,Dare MeThe Pointer Sisters,1,20.0,16,8,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock']",0elllGvZ6M3Ib3wEhT7ZI1,https://p.scdn.co/mp3-preview/a03b34a432ef444ad0825f82915135cc4f157b91?cid=b8d3901151d34489a160e3cf0ab1fa94,Contact,0.0,259120.0,34.0,0.713,0.922,4.0,-5.265,0.0,0.0873,0.0751,3.66e-06,0.228,0.946,109.585,4.0,8,31,1985,,13
The Pointer Sisters,http://www.billboard.com/charts/hot-100/1982-08-14,8/14/82,20,American Music,female group,American MusicThe Pointer Sisters,1,25.0,20,8,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock']",0LgdOTB8BtkyB8LvXvd4py,https://p.scdn.co/mp3-preview/5b1d648bd238735315bf8777cdfe9bd9b734bf25?cid=b8d3901151d34489a160e3cf0ab1fa94,So Excited! (Expanded Edition),0.0,240000.0,19.0,0.669,0.873,10.0,-5.45,1.0,0.0486,0.157,0.0,0.054000000000000006,0.649,124.545,4.0,8,14,1982,,13
The Pointer Sisters,http://www.billboard.com/charts/hot-100/1981-09-19,9/19/81,10,Slow Hand,female group,Slow HandThe Pointer Sisters,1,2.0,2,17,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock']",3fvDLsiTHPQNgzuMd3Mpb5,https://p.scdn.co/mp3-preview/aadb3f1efaf251e635a01819bdbff1a51174a439?cid=b8d3901151d34489a160e3cf0ab1fa94,Black & White (Expanded Edition),0.0,231960.0,54.0,0.826,0.5579999999999999,6.0,-7.766,1.0,0.0322,0.40299999999999997,1.9399999999999997e-05,0.0631,0.359,110.77,4.0,9,19,1981,,13
The Pointer Sisters,http://www.billboard.com/charts/hot-100/1981-01-17,1/17/81,88,Could I Be Dreaming,female group,Could I Be DreamingThe Pointer Sisters,1,81.0,52,11,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock']",,,,,,,,,,,,,,,,,,,1,17,1981,,13
The Pointer Sisters,http://www.billboard.com/charts/hot-100/1985-06-01,6/1/85,97,Baby Come And Get It,female group,Baby Come And Get ItThe Pointer Sisters,1,88.0,44,11,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock']",4svkfplgwvYrZtTKEQ80ao,https://p.scdn.co/mp3-preview/54a9e403d562fc14d3d8d130bbe4c6ca0f8b7818?cid=b8d3901151d34489a160e3cf0ab1fa94,Break Out,0.0,259066.0,19.0,0.879,0.8220000000000001,0.0,-13.536,1.0,0.0426,0.209,0.00325,0.12,0.961,124.052,4.0,6,1,1985,,13
