Performer,url,WeekID,Week Position,Song,gender,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,month,day,year,artist,years_on_charts
Elton John,http://www.billboard.com/charts/hot-100/1997-10-11,10/11/97,1,Candle In The Wind 1997/Something About The Way You Look Tonight,male,Candle In The Wind 1997/Something About The Way You Look TonightElton John,1,,1,1,,,,,,,,,,,,,,,,,,,,10,11,1997,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1973-09-22,9/22/73,12,Saturday Night's Alright For Fighting,male,Saturday Night's Alright For FightingElton John,1,12.0,12,8,"['glam rock', 'mellow gold', 'piano rock']",4i6wwcBc3Qrqir83xBdbM6,,To Be Continued...,0.0,294800.0,42.0,0.491,0.981,0.0,-4.923,1.0,0.0438,0.0403,0.0661,0.0657,0.9620000000000001,152.226,4.0,9,22,1973,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1988-11-26,11/26/88,41,A Word In Spanish,male,A Word In SpanishElton John,1,20.0,19,11,"['glam rock', 'mellow gold', 'piano rock']",1EsN2D481Q3E8vz68nkNoA,,Reg Strikes Back,0.0,279106.0,33.0,0.512,0.6659999999999999,0.0,-10.915,1.0,0.0372,0.0879,0.0005480000000000001,0.192,0.524,79.77600000000001,4.0,11,26,1988,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1987-12-26,12/26/87,13,Candle In The Wind,male,Candle In The WindElton John,1,18.0,13,8,"['glam rock', 'mellow gold', 'piano rock']",5khtjkzX0pzH1cjDgM6K6H,,Goodbye Yellow Brick Road (Remastered / Deluxe Edition),0.0,228932.0,59.0,0.602,0.536,4.0,-9.74,1.0,0.0288,0.183,1.9e-05,0.0802,0.506,124.55799999999999,4.0,12,26,1987,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1995-04-29,4/29/95,14,Believe,male,BelieveElton John,1,16.0,14,8,"['glam rock', 'mellow gold', 'piano rock']",0hACDgEDhKuQlv2ZhVbAIt,,Made In England,0.0,294800.0,36.0,0.491,0.547,0.0,-9.264,0.0,0.0298,0.184,0.000113,0.13699999999999998,0.174,137.94799999999998,4.0,4,29,1995,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1972-06-24,6/24/72,14,Rocket Man,male,Rocket ManElton John,1,20.0,14,8,"['glam rock', 'mellow gold', 'piano rock']",3gdewACMIVMEWVbyb8O9sY,,Honky Chateau,0.0,281613.0,82.0,0.602,0.522,10.0,-9.031,1.0,0.0285,0.386,1.4400000000000001e-05,0.0941,0.36,136.637,4.0,6,24,1972,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1998-08-01,8/1/98,86,Recover Your Soul,male,Recover Your SoulElton John,1,96.0,55,16,"['glam rock', 'mellow gold', 'piano rock']",6FGfXPvZ8sMpq1xd75FHXp,,The Big Picture,0.0,318040.0,27.0,0.737,0.633,7.0,-9.418,1.0,0.0246,0.165,0.0162,0.171,0.5489999999999999,103.01799999999999,4.0,8,1,1998,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1990-08-11,8/11/90,90,Club At The End Of The Street,male,Club At The End Of The StreetElton John,1,69.0,28,16,"['glam rock', 'mellow gold', 'piano rock']",3spWfMlB39jSkstIslYnvG,,Sleeping With The Past (Remastered with bonus tracks),0.0,292173.0,39.0,0.65,0.755,2.0,-9.645,1.0,0.0281,8.120000000000001e-05,0.0145,0.326,0.782,124.844,4.0,8,11,1990,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1996-01-13,1/13/96,44,Blessed,male,BlessedElton John,1,38.0,34,11,"['glam rock', 'mellow gold', 'piano rock']",7cBikvmY2ZYM0eQlQGOwQu,,Made In England,0.0,300733.0,33.0,0.775,0.414,5.0,-11.901,1.0,0.031,0.16899999999999998,0.0038799999999999998,0.235,0.496,102.005,4.0,1,13,1996,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1984-06-09,6/9/84,49,Sad Songs (say So Much),male,Sad Songs (say So Much)Elton John,1,,49,1,"['glam rock', 'mellow gold', 'piano rock']",1fF2dvBsbTk2wrOEaR6f5B,,To Be Continued...,0.0,249226.0,53.0,0.741,0.885,0.0,-6.232,1.0,0.027999999999999997,0.156,0.000306,0.345,0.9229999999999999,107.255,4.0,6,9,1984,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1975-07-05,7/5/75,51,Someone Saved My Life Tonight,male,Someone Saved My Life TonightElton John,1,,51,1,"['glam rock', 'mellow gold', 'piano rock']",0bLOiofyBB62YU2cNnONJG,,Captain Fantastic And The Brown Dirt Cowboy,0.0,404933.0,55.0,0.457,0.428,1.0,-9.796,1.0,0.0283,0.32899999999999996,2.21e-06,0.16899999999999998,0.151,129.98,4.0,7,5,1975,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1976-11-13,11/13/76,54,Sorry Seems To Be The Hardest Word,male,Sorry Seems To Be The Hardest WordElton John,1,,54,1,"['glam rock', 'mellow gold', 'piano rock']",4eP6oyNbAJcViaiHtPsOCh,,Blue Moves,0.0,228226.0,53.0,0.419,0.222,7.0,-12.675999999999998,0.0,0.0297,0.8370000000000001,1.94e-06,0.23800000000000002,0.12,127.71799999999999,4.0,11,13,1976,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1977-02-12,2/12/77,56,Bite Your Lip (Get up and dance!),male,Bite Your Lip (Get up and dance!)Elton John,1,,56,1,"['glam rock', 'mellow gold', 'piano rock']",0guUn7StaYwajmI8ohihMA,,Blue Moves,0.0,402866.0,17.0,0.568,0.9490000000000001,5.0,-6.858,1.0,0.0842,0.00915,0.00101,0.193,0.555,142.45,4.0,2,12,1977,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/2000-04-22,4/22/00,56,Someday Out Of The Blue,male,Someday Out Of The BlueElton John,1,,56,1,"['glam rock', 'mellow gold', 'piano rock']",1MtLyoONKfK41bQONcARsn,,The Road To El Dorado (Original Motion Picture Soundtrack),0.0,287933.0,37.0,0.5710000000000001,0.83,10.0,-6.757000000000001,1.0,0.046,0.265,0.0,0.0764,0.483,159.872,4.0,4,22,2000,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1994-10-15,10/15/94,18,"Circle Of Life (From ""The Lion King"")",male,"Circle Of Life (From ""The Lion King"")Elton John",1,24.0,18,8,"['glam rock', 'mellow gold', 'piano rock']",5vKkaZHPzuqQheytfKuXzp,,The Lion King,0.0,291600.0,54.0,0.304,0.396,10.0,-15.248,1.0,0.0333,0.28,0.139,0.109,0.142,160.609,4.0,10,15,1994,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1990-03-03,3/3/90,22,Sacrifice,male,SacrificeElton John,1,25.0,22,8,"['glam rock', 'mellow gold', 'piano rock']",0e3yhVeNaTfKIWQRw9U9sY,,Sleeping With The Past (Remastered with bonus tracks),0.0,304133.0,73.0,0.7559999999999999,0.42200000000000004,11.0,-12.967,0.0,0.0292,0.0165,0.00183,0.0368,0.48700000000000004,112.751,4.0,3,3,1990,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1981-10-03,10/3/81,60,Chloe,male,ChloeElton John,1,49.0,34,11,"['glam rock', 'mellow gold', 'piano rock']",231kvu5STQGcqzuRDX9S9C,,The Fox,0.0,651480.0,22.0,0.387,0.149,2.0,-16.368,0.0,0.0331,0.75,0.0047,0.0974,0.0628,141.355,4.0,10,3,1981,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1993-06-12,6/12/93,98,Simple Life,male,Simple LifeElton John,1,64.0,30,16,"['glam rock', 'mellow gold', 'piano rock']",1KkPY76tgPzEnL8hdqTiIu,,The One,0.0,386000.0,32.0,0.6609999999999999,0.769,5.0,-7.4079999999999995,1.0,0.0304,0.009059999999999999,0.0977,0.263,0.503,101.774,4.0,6,12,1993,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1994-09-10,9/10/94,7,"Can You Feel The Love Tonight (From ""The Lion King"")",male,"Can You Feel The Love Tonight (From ""The Lion King"")Elton John",1,5.0,4,17,"['glam rock', 'mellow gold', 'piano rock']",0EANX0OVKSCcmarY50Xa4p,,The Lion King,0.0,241013.0,60.0,0.309,0.179,10.0,-17.077,1.0,0.0337,0.88,0.000346,0.11699999999999999,0.16699999999999998,121.49799999999999,4.0,9,10,1994,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1982-08-28,8/28/82,26,Blue Eyes,male,Blue EyesElton John,1,30.0,26,8,"['glam rock', 'mellow gold', 'piano rock']",4PFhHd7DsNg0ke9Nmlxms5,,Jump Up!,0.0,206266.0,57.0,0.52,0.21600000000000003,7.0,-17.097,0.0,0.0269,0.5820000000000001,0.00434,0.12300000000000001,0.165,106.633,3.0,8,28,1982,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1978-12-30,12/30/78,36,Part-Time Love,male,Part-Time LoveElton John,1,36.0,22,8,"['glam rock', 'mellow gold', 'piano rock']",,,,,,,,,,,,,,,,,,,12,30,1978,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1974-02-16,2/16/74,69,Bennie And The Jets,male,Bennie And The JetsElton John,1,,69,1,"['glam rock', 'mellow gold', 'piano rock']",0dBatXn1vVUl0jLgXRClwD,,Goodbye Yellow Brick Road (Remastered / Deluxe Edition),0.0,322548.0,71.0,0.665,0.6729999999999999,0.0,-7.95,1.0,0.0493,0.259,7.62e-06,0.49700000000000005,0.779,132.642,4.0,2,16,1974,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1974-06-22,6/22/74,70,Don't Let The Sun Go Down On Me,male,Don't Let The Sun Go Down On MeElton John,1,,70,1,"['glam rock', 'mellow gold', 'piano rock']",11FcfHd3SOmmrWJPGe7Y30,,Caribou,0.0,336733.0,61.0,0.43700000000000006,0.5710000000000001,0.0,-8.91,1.0,0.0323,0.401,2.0399999999999998e-05,0.77,0.261,138.71200000000002,4.0,6,22,1974,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1980-10-18,10/18/80,74,(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,male,(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?Elton John,1,61.0,39,11,"['glam rock', 'mellow gold', 'piano rock']",,,,,,,,,,,,,,,,,,,10,18,1980,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1973-02-24,2/24/73,3,Crocodile Rock,male,Crocodile RockElton John,1,1.0,1,12,"['glam rock', 'mellow gold', 'piano rock']",6WCeFNVAXUtNczb7lqLiZU,,Don't Shoot Me I'm Only The Piano Player,0.0,235440.0,71.0,0.626,0.8029999999999999,4.0,-7.2139999999999995,0.0,0.0358,0.0326,1.3500000000000001e-05,0.0596,0.968,149.918,4.0,2,24,1973,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1974-11-30,11/30/74,48,Lucy In The Sky With Diamonds,male,Lucy In The Sky With DiamondsElton John,1,,48,1,"['glam rock', 'mellow gold', 'piano rock']",13JsYnkF16pHKuOFG6uI1C,,Captain Fantastic And The Brown Dirt Cowboy,0.0,377573.0,56.0,0.392,0.5660000000000001,0.0,-8.127,1.0,0.0368,0.0889,7.6e-05,0.0676,0.5379999999999999,164.11,4.0,11,30,1974,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1975-10-11,10/11/75,49,Island Girl,male,Island GirlElton John,1,,49,1,"['glam rock', 'mellow gold', 'piano rock']",2u3UJ9KyduTnbi9yUVGYfW,,Rock Of The Westies,0.0,222093.0,42.0,0.703,0.889,10.0,-8.44,1.0,0.0661,0.113,2.98e-06,0.18,0.47,139.92,4.0,10,11,1975,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1976-01-24,1/24/76,55,Grow Some Funk Of Your Own/I Feel Like A Bullet (In The Gun Of Robert Ford),male,Grow Some Funk Of Your Own/I Feel Like A Bullet (In The Gun Of Robert Ford)Elton John,1,,55,1,"['glam rock', 'mellow gold', 'piano rock']",,,,,,,,,,,,,,,,,,,1,24,1976,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1983-05-07,5/7/83,56,I'm Still Standing,male,I'm Still StandingElton John,1,,56,1,"['glam rock', 'mellow gold', 'piano rock']",1jDJFeK9x3OZboIAHsY9k2,,Too Low For Zero,0.0,183440.0,80.0,0.527,0.889,6.0,-6.8229999999999995,1.0,0.17600000000000002,0.377,0.18899999999999997,0.207,0.8320000000000001,177.442,4.0,5,7,1983,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1983-08-06,8/6/83,60,Kiss The Bride,male,Kiss The BrideElton John,1,,60,1,"['glam rock', 'mellow gold', 'piano rock']",5xQkkHYbgJ2VegCrRUCvcS,,Too Low For Zero,0.0,262066.0,42.0,0.6659999999999999,0.825,0.0,-6.294,1.0,0.0723,0.163,0.0226,0.132,0.659,138.215,4.0,8,6,1983,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1988-06-18,6/18/88,60,I Don't Wanna Go On With You Like That,male,I Don't Wanna Go On With You Like ThatElton John,1,,60,1,"['glam rock', 'mellow gold', 'piano rock']",2Gd10PZnMktt3Cgo9s6yi0,,Reg Strikes Back,0.0,275373.0,55.0,0.66,0.8859999999999999,9.0,-8.286,0.0,0.0353,0.0562,0.00133,0.0329,0.9640000000000001,134.904,4.0,6,18,1988,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1973-10-27,10/27/73,62,Goodbye Yellow Brick Road,male,Goodbye Yellow Brick RoadElton John,1,,62,1,"['glam rock', 'mellow gold', 'piano rock']",6Rvlwah55rEmg1ufhBz022,,Goodbye Yellow Brick Road (Remastered / Deluxe Edition),0.0,192826.0,68.0,0.5589999999999999,0.473,5.0,-7.712000000000001,1.0,0.0279,0.446,0.00141,0.154,0.397,121.227,4.0,10,27,1973,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1974-09-07,9/7/74,63,The Bitch Is Back,male,The Bitch Is BackElton John,1,,63,1,"['glam rock', 'mellow gold', 'piano rock']",40tnCfx2mTtHozyaRDcYC5,,Caribou,0.0,224933.0,60.0,0.586,0.86,1.0,-6.752000000000001,1.0,0.0584,0.0372,0.00109,0.1,0.943,132.865,4.0,9,7,1974,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1973-06-23,6/23/73,8,Daniel,male,DanielElton John,1,5.0,2,12,"['glam rock', 'mellow gold', 'piano rock']",1BvJmtaXsqtH438BcDPeBb,,Don't Shoot Me I'm Only The Piano Player,0.0,234666.0,66.0,0.691,0.467,0.0,-11.860999999999999,1.0,0.0293,0.414,4.15e-05,0.0882,0.904,132.019,4.0,6,23,1973,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1972-08-12,8/12/72,63,Honky Cat,male,Honky CatElton John,1,,63,1,"['glam rock', 'mellow gold', 'piano rock']",1plcM0XlbKdjND7Ufokuzb,,Honky Chateau,0.0,313026.0,58.0,0.47600000000000003,0.767,2.0,-5.55,1.0,0.0436,0.32,0.00029,0.162,0.96,172.66299999999998,4.0,8,12,1972,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1978-04-15,4/15/78,65,Ego,male,EgoElton John,1,,65,1,"['glam rock', 'mellow gold', 'piano rock']",6QNrmIiwwsvkL0GFkV2Cfq,,A Single Man,0.0,240426.0,24.0,0.555,0.578,0.0,-8.862,1.0,0.0504,0.302,0.00014099999999999998,0.12,0.46299999999999997,152.142,4.0,4,15,1978,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1980-05-03,5/3/80,65,Little Jeannie,male,Little JeannieElton John,1,,65,1,"['glam rock', 'mellow gold', 'piano rock']",7pgAdesi3gGZO8lAyzOTvu,,21 At 33,0.0,317000.0,45.0,0.6,0.373,10.0,-16.838,1.0,0.027999999999999997,0.568,2.8000000000000003e-05,0.084,0.805,143.686,4.0,5,3,1980,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1983-10-29,10/29/83,65,I Guess That's Why They Call It The Blues,male,I Guess That's Why They Call It The BluesElton John,1,,65,1,"['glam rock', 'mellow gold', 'piano rock']",23l1kVpqMVREiwU1YAlcr4,,Too Low For Zero,0.0,285333.0,70.0,0.484,0.6459999999999999,0.0,-7.215,1.0,0.028999999999999998,0.218,0.0148,0.19399999999999998,0.623,120.382,3.0,10,29,1983,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1979-06-09,6/9/79,69,Mama Can't Buy You Love,male,Mama Can't Buy You LoveElton John,1,,69,1,"['glam rock', 'mellow gold', 'piano rock']",3LIGS2KScSoi6O7XT0NQRv,,The Complete Thom Bell Sessions,0.0,244906.0,38.0,0.52,0.42200000000000004,5.0,-14.22,1.0,0.0332,0.5710000000000001,0.0,0.13699999999999998,0.595,91.85600000000001,4.0,6,9,1979,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1981-05-09,5/9/81,71,Nobody Wins,male,Nobody WinsElton John,1,,71,1,"['glam rock', 'mellow gold', 'piano rock']",2fnEJ2Lltacut4fcIwsOcj,,The Fox,0.0,219493.0,25.0,0.639,0.688,10.0,-9.671,0.0,0.0542,0.0725,0.000776,0.272,0.40299999999999997,118.15799999999999,4.0,5,9,1981,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1984-12-01,12/1/84,71,In Neon,male,In NeonElton John,1,,71,1,"['glam rock', 'mellow gold', 'piano rock']",7lt7Ln4T1msZFAOyuLvs1I,,Breaking Hearts,0.0,259200.0,22.0,0.58,0.38,8.0,-12.967,1.0,0.034,0.6459999999999999,0.000859,0.154,0.198,143.644,3.0,12,1,1984,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1986-01-18,1/18/86,71,Nikita,male,NikitaElton John,1,,71,1,"['glam rock', 'mellow gold', 'piano rock']",3G0ENKW9vzV0SuYKaWFflI,,Ice On Fire,0.0,343240.0,69.0,0.634,0.6459999999999999,7.0,-9.316,1.0,0.0287,0.13699999999999998,0.000172,0.0754,0.7440000000000001,86.61200000000001,4.0,1,18,1986,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1971-03-20,3/20/71,73,Friends,male,FriendsElton John,1,,73,1,"['glam rock', 'mellow gold', 'piano rock']",3pxxSXxPKNXleWZ9ZcL0k1,,The Road To El Dorado (Original Motion Picture Soundtrack),0.0,260706.0,35.0,0.627,0.53,5.0,-7.952000000000001,0.0,0.0266,0.6609999999999999,2.2e-05,0.157,0.314,121.052,4.0,3,20,1971,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1995-07-15,7/15/95,76,Made In England,male,Made In EnglandElton John,1,,76,1,"['glam rock', 'mellow gold', 'piano rock']",5mZHT7OH6mz0vpqDQeHBbd,,Made In England,0.0,308106.0,40.0,0.619,0.84,0.0,-8.493,1.0,0.038,0.0421,0.00301,0.387,0.7609999999999999,139.023,4.0,7,15,1995,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1989-08-26,8/26/89,78,Healing Hands,male,Healing HandsElton John,1,,78,1,"['glam rock', 'mellow gold', 'piano rock']",4rxCQMELiiH0gk8nbTd2tR,,Sleeping With The Past (Remastered with bonus tracks),0.0,269960.0,42.0,0.626,0.809,2.0,-9.692,1.0,0.0276,0.00492,1.8100000000000003e-05,0.0353,0.7879999999999999,112.321,4.0,8,26,1989,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1982-03-20,3/20/82,79,Empty Garden (Hey Hey Johnny),male,Empty Garden (Hey Hey Johnny)Elton John,1,,79,1,"['glam rock', 'mellow gold', 'piano rock']",01PjrDX13iIjeHc5iJZmb3,,Jump Up!,0.0,308200.0,49.0,0.664,0.36,4.0,-13.450999999999999,1.0,0.0277,0.126,7.59e-06,0.301,0.213,109.194,4.0,3,20,1982,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1971-12-18,12/18/71,80,Levon,male,LevonElton John,1,,80,1,"['glam rock', 'mellow gold', 'piano rock']",0aJfFLl0grcQS7euiIp0ni,,Madman Across The Water,0.0,322133.0,57.0,0.305,0.594,5.0,-10.499,1.0,0.0447,0.15,0.000303,0.39,0.426,145.77,4.0,12,18,1971,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1986-10-18,10/18/86,80,Heartache All Over The World,male,Heartache All Over The WorldElton John,1,,80,1,"['glam rock', 'mellow gold', 'piano rock']",5l51BWu2CUYJQPhovOV8eQ,,Leather Jackets,0.0,256399.0,13.0,0.6659999999999999,0.563,1.0,-14.027999999999999,1.0,0.0264,0.0267,9.379999999999999e-05,0.0387,0.857,140.981,4.0,10,18,1986,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1992-10-31,10/31/92,83,The Last Song,male,The Last SongElton John,1,,83,1,"['glam rock', 'mellow gold', 'piano rock']",0pNXDQo75eOukoK8PejiRE,,The One,0.0,213133.0,36.0,0.311,0.289,1.0,-12.702,1.0,0.0328,0.35100000000000003,0.0,0.0943,0.10300000000000001,117.57,4.0,10,31,1992,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1970-08-15,8/15/70,93,Border Song,male,Border SongElton John,1,,93,1,"['glam rock', 'mellow gold', 'piano rock']",4gpxT82T8ZzRWknBH30Zey,,Elton John,0.0,202066.0,52.0,0.434,0.297,0.0,-11.042,1.0,0.0287,0.763,2.73e-06,0.0898,0.289,130.388,4.0,8,15,1970,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1992-06-27,6/27/92,77,The One,male,The OneElton John,1,,77,1,"['glam rock', 'mellow gold', 'piano rock']",0LHzd11GIXVmND7TfQnGiy,,70's Pop Number 1's,0.0,323453.0,51.0,0.657,0.7240000000000001,0.0,-7.465,1.0,0.0648,0.301,5.54e-06,0.6579999999999999,0.755,131.914,4.0,6,27,1992,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1985-10-26,10/26/85,53,Wrap Her Up,male,Wrap Her UpElton John,1,,53,1,"['glam rock', 'mellow gold', 'piano rock']",0sIiAyckK90a6KOKhIeGwM,,Ice On Fire,0.0,381493.0,27.0,0.684,0.885,2.0,-7.936,1.0,0.0327,0.0143,0.0222,0.0982,0.902,138.866,4.0,10,26,1985,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1996-10-26,10/26/96,72,You Can Make History (Young Again),male,You Can Make History (Young Again)Elton John,1,,72,1,"['glam rock', 'mellow gold', 'piano rock']",3ca91BX2k7GSzEUsx1mPgI,,Love Songs,0.0,293973.0,24.0,0.664,0.7390000000000001,2.0,-9.005,1.0,0.0262,0.106,0.0542,0.33299999999999996,0.45799999999999996,92.257,4.0,10,26,1996,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1990-11-24,11/24/90,85,You Gotta Love Someone,male,You Gotta Love SomeoneElton John,1,,85,1,"['glam rock', 'mellow gold', 'piano rock']",0EpRxgIqC79gXUMI8jPMVc,,To Be Continued...,0.0,298026.0,37.0,0.46299999999999997,0.621,3.0,-9.204,1.0,0.0316,0.39399999999999996,2.6000000000000002e-05,0.0668,0.568,102.73700000000001,4.0,11,24,1990,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1984-09-08,9/8/84,54,Who Wears These Shoes?,male,Who Wears These Shoes?Elton John,1,,54,1,"['glam rock', 'mellow gold', 'piano rock']",6mGOqiCzOhzG08qtFdoYHw,,Breaking Hearts,0.0,243453.0,29.0,0.615,0.742,2.0,-10.29,1.0,0.0446,0.205,3.77e-05,0.513,0.938,168.62400000000002,4.0,9,8,1984,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1970-11-28,11/28/70,89,Your Song,male,Your SongElton John,1,,89,1,"['glam rock', 'mellow gold', 'piano rock']",38zsOOcu31XbbYj9BIPUF1,,Elton John,0.0,241786.0,77.0,0.561,0.302,3.0,-10.985999999999999,1.0,0.0319,0.825,5.21e-06,0.131,0.278,128.172,4.0,11,28,1970,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1972-03-04,3/4/72,85,Tiny Dancer,male,Tiny DancerElton John,1,,85,1,"['glam rock', 'mellow gold', 'piano rock']",2TVxnKdb3tqe1nhQWwwZCO,,Madman Across The Water,0.0,377093.0,80.0,0.414,0.428,0.0,-11.097000000000001,1.0,0.0278,0.382,0.00024300000000000002,0.14800000000000002,0.282,145.075,4.0,3,4,1972,Elton John,29
Elton John,http://www.billboard.com/charts/hot-100/1979-09-29,9/29/79,76,Victim Of Love,male,Victim Of LoveElton John,1,,76,1,"['glam rock', 'mellow gold', 'piano rock']",1zxyBNzJSzhdWXrws0p3xV,,Victim Of Love,0.0,295026.0,38.0,0.875,0.735,3.0,-10.925,0.0,0.0409,0.0149,2.27e-06,0.0842,0.961,125.60799999999999,4.0,9,29,1979,Elton John,29
The Rolling Stones,http://www.billboard.com/charts/hot-100/1978-10-28,10/28/78,11,Beast Of Burden,male group,Beast Of BurdenThe Rolling Stones,1,22.0,11,8,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",77oU2rjC5XbjQfNe3bD6so,,Some Girls,0.0,265173.0,75.0,0.787,0.877,1.0,-3.822,0.0,0.032,0.387,0.00065,0.0387,0.8370000000000001,100.61,4.0,10,28,1978,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1971-05-01,5/1/71,40,Brown Sugar,male group,Brown SugarThe Rolling Stones,1,,40,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",61UuPxxYUvacEH6SHIK3sU,,Sticky Fingers (Remastered),0.0,228666.0,71.0,0.6409999999999999,0.927,0.0,-3.532,1.0,0.0351,0.215,0.00029,0.045,0.966,128.606,4.0,5,1,1971,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1966-02-26,2/26/66,46,19th Nervous Breakdown,male group,19th Nervous BreakdownThe Rolling Stones,1,,46,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",21ElXnithj4MX8E4rg5lh8,,Hot Rocks (1964-1971),0.0,236400.0,51.0,0.493,0.8240000000000001,4.0,-7.154,1.0,0.0394,0.0162,0.0856,0.258,0.825,96.618,4.0,2,26,1966,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1966-05-14,5/14/66,48,"Paint It, Black",male group,"Paint It, BlackThe Rolling Stones",1,,48,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",63T7DJ1AFDD6Bn8VzG6JE8,,Aftermath,0.0,202266.0,79.0,0.469,0.8,5.0,-9.241,0.0,0.11,0.0601,0.0033,0.39299999999999996,0.591,158.716,4.0,5,14,1966,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1980-12-06,12/6/80,63,She's So Cold,male group,She's So ColdThe Rolling Stones,1,48.0,26,11,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",6l9gVPHFaUfigHEiWqSh45,,Emotional Rescue (2009 Re-Mastered),0.0,253506.0,56.0,0.754,0.831,0.0,-5.3020000000000005,1.0,0.0557,0.42100000000000004,0.00731,0.0754,0.836,139.549,4.0,12,6,1980,,26
The Rolling Stones,http://www.billboard.com/charts/hot-100/1989-12-23,12/23/89,23,Rock And A Hard Place,male group,Rock And A Hard PlaceThe Rolling Stones,1,26.0,23,8,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",7aZB40a3Zydggr8wJf1lhO,,Steel Wheels (Remastered 2009),0.0,324493.0,41.0,0.599,0.9570000000000001,9.0,-4.3180000000000005,0.0,0.0473,0.0116,5.56e-05,0.129,0.831,129.106,4.0,12,23,1989,,26
