Performer,years_on_charts,url,WeekID,Week Position,Song,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,month,day,year,artist,gender
The Impressions,13,http://www.billboard.com/charts/hot-100/1965-11-20,11/20/1965,97,You've Been Cheatin',You've Been Cheatin'The Impressions,1,,97,1,"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul']",30Hr7ppaWLjqXKimCJqOIJ,,The Greatest Hits,0.0,153333.0,25.0,0.558,0.802,10.0,-4.091,0.0,0.0896,0.465,0.0,0.199,0.902,128.348,4.0,11,20,1965,,
The Impressions,13,http://www.billboard.com/charts/hot-100/1966-04-02,4/2/1966,94,Too Slow,Too SlowThe Impressions,1,,94,1,"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul']",7KYm266nz6EmqxfQpLUYdE,,Ridin' High,0.0,166706.0,6.0,0.571,0.445,7.0,-11.009,0.0,0.0285,0.559,0.0,0.146,0.68,73.364,3.0,4,2,1966,,
The Impressions,13,http://www.billboard.com/charts/hot-100/1967-12-30,12/30/1967,99,We're A Winner,We're A WinnerThe Impressions,1,,99,1,"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul']",5JrQKxv9LZevWZ0Fi4KQUC,,We're A Winner,0.0,145306.0,39.0,0.552,0.764,7.0,-10.439,1.0,0.0462,0.489,0.000978,0.347,0.783,100.231,4.0,12,30,1967,,
The Impressions,13,http://www.billboard.com/charts/hot-100/1968-04-20,4/20/1968,78,We're Rolling On (Part I),We're Rolling On (Part I)The Impressions,1,,78,1,"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul']",,,,,,,,,,,,,,,,,,,4,20,1968,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1966-09-24,9/24/1966,15,Sunny Afternoon,Sunny AfternoonThe Kinks,1,15.0,15,8,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",0DQqzCHlPyKQXfF8uL01SI,https://p.scdn.co/mp3-preview/86c1d7d38bce05e1051e2aa56051f1c589e3af56?cid=b8d3901151d34489a160e3cf0ab1fa94,Face to Face (Deluxe Edition),0.0,210525.0,68.0,0.595,0.465,2.0,-8.412,0.0,0.026,0.102,0.0,0.0641,0.492,124.991,4.0,9,24,1966,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1983-06-25,6/25/1983,17,Come Dancing,Come DancingThe Kinks,1,19.0,17,8,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",32y1kRg6IF3f6jpkHxzFoK,https://p.scdn.co/mp3-preview/1ea6678da136846f239f8aa8c15d7f09fb34b4d1?cid=b8d3901151d34489a160e3cf0ab1fa94,State of Confusion,0.0,234853.0,50.0,0.499,0.763,7.0,-11.617,1.0,0.0704,0.244,1.4e-05,0.0828,0.895,152.677,4.0,6,25,1983,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1966-01-22,1/22/1966,24,A Well Respected Man,A Well Respected ManThe Kinks,1,28.0,24,8,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",5e3isD5st7PGYzSJuoRSIV,https://p.scdn.co/mp3-preview/52e8e18b86ae1b0c4ed9eaf3387a07eaeaad28e1?cid=b8d3901151d34489a160e3cf0ab1fa94,Kinda Kinks,0.0,161586.0,56.0,0.53,0.873,4.0,-5.105,0.0,0.118,0.297,0.0,0.0521,0.583,162.154,4.0,1,22,1966,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1983-10-08,10/8/1983,29,Don't Forget To Dance,Don't Forget To DanceThe Kinks,1,32.0,29,8,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",10OTiDM51wV8bfWGCxY6xw,https://p.scdn.co/mp3-preview/b427dbf9f3a3e561f3f68590061b3eafe446fddc?cid=b8d3901151d34489a160e3cf0ab1fa94,State of Confusion,0.0,278213.0,40.0,0.557,0.494,9.0,-12.724,1.0,0.0274,0.176,0.000423,0.128,0.466,96.828,4.0,10,8,1983,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1978-09-09,9/9/1978,31,A Rock 'N' Roll Fantasy,A Rock 'N' Roll FantasyThe Kinks,1,33.0,31,8,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",05RqsEr4euppjIJ8bcvvrR,https://p.scdn.co/mp3-preview/659e45ba28ac78b3e15f3930264a521511152f3d?cid=b8d3901151d34489a160e3cf0ab1fa94,Misfits,0.0,298746.0,29.0,0.475,0.417,5.0,-12.438,1.0,0.0344,0.288,0.0,0.313,0.534,109.096,4.0,9,9,1978,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1965-07-31,7/31/1965,34,Set Me Free,Set Me FreeThe Kinks,1,23.0,23,8,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",6KeQfvgHCce8WzR7USII57,https://p.scdn.co/mp3-preview/3eb9cb915a60c3cdb6fd7cd31207c5f98c78913d?cid=b8d3901151d34489a160e3cf0ab1fa94,Kinda Kinks,0.0,129779.0,40.0,0.681,0.593,7.0,-8.405,1.0,0.0691,0.774,0.0,0.111,0.808,119.501,4.0,7,31,1965,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1964-12-26,12/26/1964,69,All Day And All Of The Night,All Day And All Of The NightThe Kinks,1,,69,1,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",78JmElAFmrPNhLjovDR9Jm,https://p.scdn.co/mp3-preview/8fd228c6f7c7d98c28429912d5eeff1eee00dc31?cid=b8d3901151d34489a160e3cf0ab1fa94,Kinks,0.0,141506.0,70.0,0.551,0.86,7.0,-7.839,1.0,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,4.0,12,26,1964,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1979-07-07,7/7/1979,99,(Wish I Could Fly Like) Superman,(Wish I Could Fly Like) SupermanThe Kinks,1,65.0,41,11,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",4uDnx2eQm8V9Fnj0L0k8bb,https://p.scdn.co/mp3-preview/6a7753f967d8ace1bf345255ab737719b2f9eff0?cid=b8d3901151d34489a160e3cf0ab1fa94,Low Budget,0.0,214733.0,42.0,0.772,0.669,1.0,-11.239,0.0,0.0444,0.0373,2.05e-05,0.0854,0.96,123.39,4.0,7,7,1979,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1971-02-20,2/20/1971,51,Apeman,ApemanThe Kinks,1,45.0,45,8,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",1NXUWyPJk5kO6DQJ5t7bDu,https://p.scdn.co/mp3-preview/38a8558307a0b68d1b8c375b6c93cb49ea05ebc7?cid=b8d3901151d34489a160e3cf0ab1fa94,Lola vs. Powerman an the Moneygoroun,0.0,233400.0,43.0,0.683,0.728,9.0,-8.92,1.0,0.259,0.568,5.08e-05,0.0384,0.833,75.311,4.0,2,20,1971,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1985-02-09,2/9/1985,62,Do It Again,Do It AgainThe Kinks,1,41.0,41,8,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",20tiyvXaJMmnLCnStJY3s5,https://p.scdn.co/mp3-preview/8e8914ab78086f4311c81e1d78c2967b817c8d44?cid=b8d3901151d34489a160e3cf0ab1fa94,Word of Mouth,0.0,248760.0,29.0,0.565,0.893,7.0,-9.374,1.0,0.0433,0.163,0.00658,0.833,0.554,131.88,4.0,2,9,1985,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1966-05-21,5/21/1966,80,Dedicated Follower Of Fashion,Dedicated Follower Of FashionThe Kinks,1,,80,1,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",1K61z11CzBUxkwOhtSzq2a,https://p.scdn.co/mp3-preview/7721134b9bdb938c0a6ab43755d0a4b3262fec88?cid=b8d3901151d34489a160e3cf0ab1fa94,The Kink Kontroversy,0.0,180893.0,43.0,0.406,0.879,0.0,-6.662,1.0,0.0433,0.369,1.54e-06,0.41,0.885,172.994,4.0,5,21,1966,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1970-08-29,8/29/1970,65,Lola,LolaThe Kinks,1,,65,1,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",0UAJH0k4k3slcE83a9UGCe,https://p.scdn.co/mp3-preview/f78ccb12d796969999f55594dd9dba6a7bc0c648?cid=b8d3901151d34489a160e3cf0ab1fa94,Lola Versus Powerman an the Moneygoroun,0.0,241040.0,69.0,0.474,0.917,9.0,-4.19,1.0,0.0395,0.582,0.231,0.201,0.902,152.113,4.0,8,29,1970,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1982-01-16,1/16/1982,92,Better Things,Better ThingsThe Kinks,1,92.0,92,8,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",6NeFh4tbO4w5NTJkdTYzXp,https://p.scdn.co/mp3-preview/0bde0245e949dacc62bbf67210b1f6d694a1f303?cid=b8d3901151d34489a160e3cf0ab1fa94,Come Dancing with the Kinks (The Best of the Kinks 1977-1986),0.0,178480.0,41.0,0.51,0.699,2.0,-11.688,1.0,0.0599,0.0836,0.0,0.479,0.693,138.59,4.0,1,16,1982,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1977-04-02,4/2/1977,86,Sleepwalker,SleepwalkerThe Kinks,1,,86,1,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",4rD6ZUmIKanxgxuFumAHP1,https://p.scdn.co/mp3-preview/42b724598557a52474a9ca728b74e268fe8bc7d5?cid=b8d3901151d34489a160e3cf0ab1fa94,Sleepwalker,0.0,243173.0,28.0,0.478,0.533,9.0,-9.999,1.0,0.033,0.0165,0.000464,0.072,0.652,109.326,4.0,4,2,1977,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1981-10-31,10/31/1981,92,Destroyer,DestroyerThe Kinks,1,,92,1,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",1dpD3rzGYW1mHtNxG1NbwI,https://p.scdn.co/mp3-preview/7d4d03717c6009c687dacc5c4d1288986a5f5509?cid=b8d3901151d34489a160e3cf0ab1fa94,Give the People What They Want,0.0,227066.0,46.0,0.524,0.755,2.0,-10.89,1.0,0.0468,0.0089,0.0,0.0485,0.785,142.543,4.0,10,31,1981,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1967-01-07,1/7/1967,98,Deadend Street,Deadend StreetThe Kinks,1,,98,1,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",,,,,,,,,,,,,,,,,,,1,7,1967,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1966-03-26,3/26/1966,81,Till The End Of The Day,Till The End Of The DayThe Kinks,1,,81,1,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",014NOunS25K1LbcM6DlQ5I,https://p.scdn.co/mp3-preview/005753a475ada16a195797a6846b193ec4289a7b?cid=b8d3901151d34489a160e3cf0ab1fa94,The Kink Kontroversy,0.0,138226.0,39.0,0.542,0.929,0.0,-7.066,1.0,0.0784,0.526,0.00597,0.125,0.793,140.8,4.0,3,26,1966,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1967-07-01,7/1/1967,99,Mr. Pleasant,Mr. PleasantThe Kinks,1,,99,1,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",6EOsbubL3lIxRmVz6L1cfK,https://p.scdn.co/mp3-preview/b52fa524b25f243e4aee6f7d6b674b4766bf37d8?cid=b8d3901151d34489a160e3cf0ab1fa94,Something Else (Deluxe Edition),0.0,177973.0,31.0,0.561,0.807,9.0,-5.5,0.0,0.0438,0.0675,0.0,0.26,0.655,95.12,4.0,7,1,1967,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1964-09-26,9/26/1964,92,You Really Got Me,You Really Got MeThe Kinks,1,,92,1,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",29SyMC0plk6qw8NMF7lfRL,https://p.scdn.co/mp3-preview/acc77ee586d98989a59d5d0ec308b01d06ad995c?cid=b8d3901151d34489a160e3cf0ab1fa94,Kinks,0.0,134253.0,73.0,0.573,0.939,8.0,-6.441,1.0,0.0808,0.493,0.0,0.0994,0.963,137.382,4.0,9,26,1964,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1965-08-14,8/14/1965,73,Who'll Be The Next In Line,Who'll Be The Next In LineThe Kinks,1,,73,1,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",4crnyaZ12tALWTrshdIGFZ,https://p.scdn.co/mp3-preview/cdca078edbdf0ee471387959a941217a328b4f46?cid=b8d3901151d34489a160e3cf0ab1fa94,Kinda Kinks,0.0,122626.0,26.0,0.33,0.858,11.0,-5.134,0.0,0.0552,0.052,0.0,0.0752,0.923,161.385,4.0,8,14,1965,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1965-03-13,3/13/1965,62,Tired Of Waiting For You,Tired Of Waiting For YouThe Kinks,1,,62,1,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",3sFnC76vUu0dtHUM5Z5bLL,https://p.scdn.co/mp3-preview/d79d56acb0d843c1c8fb44978f28819cc980bf8d?cid=b8d3901151d34489a160e3cf0ab1fa94,Kinda Kinks,0.0,149851.0,45.0,0.674,0.731,0.0,-8.116,1.0,0.0332,0.526,0.0,0.272,0.834,122.097,4.0,3,13,1965,,
The Kinks,13,http://www.billboard.com/charts/hot-100/1970-01-31,1/31/1970,97,Victoria,VictoriaThe Kinks,1,,97,1,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",34UnzNK51PfiYFrEgc9lrD,https://p.scdn.co/mp3-preview/e3cc18e6f4760b2dbd5d3fe8522e6586ddb88e41?cid=b8d3901151d34489a160e3cf0ab1fa94,Arthur (Deluxe Edition),0.0,220053.0,52.0,0.48,0.851,7.0,-3.931,1.0,0.0337,0.0772,0.00787,0.0772,0.768,141.82,4.0,1,31,1970,,
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1969-07-26,7/26/1969,42,A Boy Named Sue,A Boy Named SueJohnny Cash,1,,42,1,"['arkansas country', 'outlaw country']",5xMNjx7uqCzMpJZSo4Wq55,https://p.scdn.co/mp3-preview/96c8dee919a0b1193a0697cc53b7bddd179e7518?cid=b8d3901151d34489a160e3cf0ab1fa94,At San Quentin,0.0,233813.0,62.0,0.63,0.489,10.0,-12.144,1.0,0.18,0.77,0.0,0.381,0.796,101.876,4.0,7,26,1969,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1963-07-20,7/20/1963,20,Ring Of Fire,Ring Of FireJohnny Cash,1,23.0,20,8,"['arkansas country', 'outlaw country']",6YffUZJ2R06kyxyK6onezL,https://p.scdn.co/mp3-preview/e3bbba328a3227e0d1095f804cd73a634de8cd04?cid=b8d3901151d34489a160e3cf0ab1fa94,Ring Of Fire: The Best Of Johnny Cash,0.0,158426.0,72.0,0.659,0.585,7.0,-8.189,1.0,0.0288,0.623,0.000213,0.348,0.784,104.111,4.0,7,20,1963,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1970-08-29,8/29/1970,62,Sunday Morning Coming Down,Sunday Morning Coming DownJohnny Cash,1,,62,1,"['arkansas country', 'outlaw country']",5KF3zQP0cqLklYnF6riogg,https://p.scdn.co/mp3-preview/ad00e5c5173c4831e22e905b97517e0ddc345432?cid=b8d3901151d34489a160e3cf0ab1fa94,The Johnny Cash Show,0.0,247906.0,54.0,0.408,0.414,8.0,-11.754,1.0,0.0264,0.526,6.56e-05,0.903,0.832,78.747,4.0,8,29,1970,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1968-12-28,12/28/1968,64,Daddy Sang Bass,Daddy Sang BassJohnny Cash,1,,64,1,"['arkansas country', 'outlaw country']",15TITugVC8RrpLctHXOqT8,https://p.scdn.co/mp3-preview/3494f4b60dd7c026d4a38dd40ce4d422772159f2?cid=b8d3901151d34489a160e3cf0ab1fa94,The Essential Johnny Cash,0.0,140440.0,55.0,0.681,0.638,4.0,-7.818,1.0,0.0367,0.699,0.000629,0.0581,0.677,96.882,4.0,12,28,1968,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1959-01-17,1/17/1959,71,Don't Take Your Guns To Town,Don't Take Your Guns To TownJohnny Cash,1,,71,1,"['arkansas country', 'outlaw country']",0p7QF136UOOUHnyU8CuZra,https://p.scdn.co/mp3-preview/0615e6af639221272e0d9617ba0237cfd667ff45?cid=b8d3901151d34489a160e3cf0ab1fa94,The Essential Johnny Cash,0.0,182666.0,55.0,0.629,0.204,10.0,-12.619,1.0,0.075,0.864,0.0,0.0863,0.489,89.199,3.0,1,17,1959,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1958-12-13,12/13/1958,82,All Over Again,All Over AgainJohnny Cash,1,76.0,38,11,"['arkansas country', 'outlaw country']",76CbOXTXJpDSKplGwgUHiB,https://p.scdn.co/mp3-preview/eb463e4c7a9fceccfdb8d7bec63462258b5bb498?cid=b8d3901151d34489a160e3cf0ab1fa94,The Essential Johnny Cash,0.0,132400.0,35.0,0.734,0.603,3.0,-10.394,1.0,0.0503,0.568,5.42e-06,0.106,0.787,108.594,4.0,12,13,1958,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1959-04-25,4/25/1959,77,"Frankie's Man, Johnny","Frankie's Man, JohnnyJohnny Cash",1,,77,1,"['arkansas country', 'outlaw country']",5J65xr8NkvpHy9RkxzSUAO,https://p.scdn.co/mp3-preview/cdcafa41df49084b404efb49e1ccf97068316375?cid=b8d3901151d34489a160e3cf0ab1fa94,The Fabulous Johnny Cash,0.0,135360.0,26.0,0.741,0.754,3.0,-5.582,0.0,0.0653,0.643,0.0,0.124,0.933,160.14,4.0,4,25,1959,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1971-03-20,3/20/1971,80,Man In Black,Man In BlackJohnny Cash,1,,80,1,"['arkansas country', 'outlaw country']",7wL9EVloIobMw22rT7Ve8x,https://p.scdn.co/mp3-preview/4e23ed5ae883e99e0b9f85cbd49585bc86274039?cid=b8d3901151d34489a160e3cf0ab1fa94,Man In Black,0.0,172986.0,59.0,0.676,0.58,5.0,-14.217,1.0,0.0506,0.589,0.000145,0.218,0.89,95.358,4.0,3,20,1971,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1970-12-12,12/12/1970,81,Flesh And Blood,Flesh And BloodJohnny Cash,1,,81,1,"['arkansas country', 'outlaw country']",2sq6zVcw0zr5go8ZqaUdUF,https://p.scdn.co/mp3-preview/cd2ca4bfb1caac866d07711278d31d77656d3638?cid=b8d3901151d34489a160e3cf0ab1fa94,The Essential Johnny Cash,0.0,156160.0,47.0,0.489,0.426,9.0,-9.762,1.0,0.0393,0.114,0.0504,0.117,0.521,81.354,3.0,12,12,1970,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1959-08-22,8/22/1959,88,Five Feet High And Rising,Five Feet High And RisingJohnny Cash,1,,88,1,"['arkansas country', 'outlaw country']",0KSHmjK7OFtGocvbo7NZNO,https://p.scdn.co/mp3-preview/c4271a5e5126ee63867ba89da41a16df230e4e25?cid=b8d3901151d34489a160e3cf0ab1fa94,Songs Of Our Soil,0.0,107280.0,50.0,0.754,0.484,10.0,-9.196,1.0,0.0609,0.803,9.02e-06,0.0989,0.801,82.761,4.0,8,22,1959,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1960-07-23,7/23/1960,92,Honky-Tonk Girl,Honky-Tonk GirlJohnny Cash,1,,92,1,"['arkansas country', 'outlaw country']",,,,,,,,,,,,,,,,,,,7,23,1960,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1969-11-15,11/15/1969,94,Get Rhythm,Get RhythmJohnny Cash,1,,94,1,"['arkansas country', 'outlaw country']",1xKEI3TDR1NjJSgAlC384x,https://p.scdn.co/mp3-preview/79d8817832c6efa23c09e684cec070e79bfc8102?cid=b8d3901151d34489a160e3cf0ab1fa94,Johnny Cash at Sun,0.0,133120.0,57.0,0.914,0.465,5.0,-11.406,1.0,0.0618,0.67,0.0,0.222,0.932,110.205,4.0,11,15,1969,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1959-08-01,8/1/1959,95,I Got Stripes,I Got StripesJohnny Cash,1,,95,1,"['arkansas country', 'outlaw country']",16Ks4wN2wG2wGlDMm5Tphe,https://p.scdn.co/mp3-preview/3aec924e1314ef5f603f32449bd8e9e75cc56d36?cid=b8d3901151d34489a160e3cf0ab1fa94,The Legend,0.0,123573.0,51.0,0.727,0.542,8.0,-10.067,1.0,0.034,0.697,0.0,0.116,0.971,103.613,4.0,8,1,1959,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1959-12-19,12/19/1959,91,The Little Drummer Boy,The Little Drummer BoyJohnny Cash,1,,91,1,"['arkansas country', 'outlaw country']",7FIcV2kEiO2mvvMbxU5Jkn,https://p.scdn.co/mp3-preview/43922744c85716d0561d3d184b35632e478a66c8?cid=b8d3901151d34489a160e3cf0ab1fa94,The Christmas Spirit,0.0,152266.0,69.0,0.686,0.497,0.0,-10.422,0.0,0.0579,0.967,0.000416,0.105,0.559,118.871,4.0,12,19,1959,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1963-10-26,10/26/1963,86,The Matador,The MatadorJohnny Cash,1,,86,1,"['arkansas country', 'outlaw country']",20IjsA4PoP8gz6mWySdsmf,https://p.scdn.co/mp3-preview/080576514c2983e784cd32600de1e95dc2522bbc?cid=b8d3901151d34489a160e3cf0ab1fa94,The Legend,0.0,164106.0,24.0,0.291,0.548,9.0,-11.032,1.0,0.0418,0.525,0.00917,0.237,0.596,154.984,4.0,10,26,1963,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1961-11-11,11/11/1961,91,Tennessee Flat-Top Box,Tennessee Flat-Top BoxJohnny Cash,1,,91,1,"['arkansas country', 'outlaw country']",,,,,,,,,,,,,,,,,,,11,11,1961,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1968-01-27,1/27/1968,91,Rosanna's Going Wild,Rosanna's Going WildJohnny Cash,1,,91,1,"['arkansas country', 'outlaw country']",05YQqgKIUvxOVqs9A2lHm0,https://p.scdn.co/mp3-preview/f6c13ed010da3d6e120eb2ade3c70ba8c64ea0a2?cid=b8d3901151d34489a160e3cf0ab1fa94,The Legend,0.0,117893.0,20.0,0.703,0.607,9.0,-10.95,1.0,0.0392,0.501,1.75e-05,0.0511,0.961,100.222,4.0,1,27,1968,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1970-02-28,2/28/1970,93,Rock Island Line,Rock Island LineJohnny Cash,1,,93,1,"['arkansas country', 'outlaw country']",3AHbmf5Jt282ebdkGWwozI,https://p.scdn.co/mp3-preview/938d07909755f524a5fadd02c2b0403066728233?cid=b8d3901151d34489a160e3cf0ab1fa94,With His Hot and Blue Guitar,0.0,129585.0,47.0,0.604,0.571,5.0,-9.606,1.0,0.225,0.487,0.0,0.0937,0.562,124.875,4.0,2,28,1970,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1962-09-15,9/15/1962,94,Bonanza!,Bonanza!Johnny Cash,1,,94,1,"['arkansas country', 'outlaw country']",2HR7vkmbt2jrNdYbi7Hh5d,https://p.scdn.co/mp3-preview/91f4f7ad9f93f47e68571d96428b77467b7871c2?cid=b8d3901151d34489a160e3cf0ab1fa94,Ring Of Fire: The Best Of Johnny Cash,0.0,140306.0,32.0,0.548,0.492,3.0,-10.72,1.0,0.0287,0.898,0.0393,0.152,0.802,102.62,4.0,9,15,1962,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1965-02-13,2/13/1965,95,Orange Blossom Special,Orange Blossom SpecialJohnny Cash,1,,95,1,"['arkansas country', 'outlaw country']",1qrtIWJwS62EVVv976tYXh,https://p.scdn.co/mp3-preview/5fe52837700c381032b84557089dc9c847b3b727?cid=b8d3901151d34489a160e3cf0ab1fa94,At Folsom Prison,0.0,181813.0,48.0,0.647,0.663,0.0,-13.974,1.0,0.0982,0.0663,0.0228,0.737,0.929,129.802,4.0,2,13,1965,Johnny Cash,male
Johnny Cash,13,http://www.billboard.com/charts/hot-100/1960-07-02,7/2/1960,96,Second Honeymoon,Second HoneymoonJohnny Cash,1,,96,1,"['arkansas country', 'outlaw country']",1YR24sA6nsntEjaYhoj6QW,https://p.scdn.co/mp3-preview/b0d0dda4eb4453e83e68b3ea929da2500283e604?cid=b8d3901151d34489a160e3cf0ab1fa94,Singles Plus,0.0,114546.0,18.0,0.618,0.464,4.0,-12.395,1.0,0.0548,0.905,0.00166,0.14,0.692,84.463,4.0,7,2,1960,Johnny Cash,male
