Performer,years_on_charts,url,WeekID,Week Position,Song,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,month,day,year,artist,gender
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1968-05-18,5/18/1968,37,Take Good Care Of My Baby,Take Good Care Of My BabyBobby Vinton,1,34.0,33,8,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",3diwyFfg0tWx8Z0j92oSZj,https://p.scdn.co/mp3-preview/8991a5006a521488628f5969e381870735dac7b5?cid=b8d3901151d34489a160e3cf0ab1fa94,16 Most Requested Songs,0.0,165893.0,20.0,0.463,0.364,7.0,-14.813,1.0,0.0351,0.508,0.0,0.418,0.409,115.14,4.0,5,18,1968,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1975-05-03,5/3/1975,52,Beer Barrel Polka/Dick And Jane,Beer Barrel Polka/Dick And JaneBobby Vinton,1,33.0,33,8,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,,,,,5,3,1975,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1963-10-26,10/26/1963,5,Blue Velvet,Blue VelvetBobby Vinton,1,3.0,1,12,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",4QelFzhVgLomeQhvKrwM1S,https://p.scdn.co/mp3-preview/56c384d7b919fee765811a3bac043c79a69697e8?cid=b8d3901151d34489a160e3cf0ab1fa94,The Best Of Bobby Vinton,0.0,168093.0,63.0,0.376,0.246,10.0,-9.803,1.0,0.0286,0.862,0.0,0.155,0.282,80.167,1.0,10,26,1963,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1963-08-03,8/3/1963,22,Blue On Blue,Blue On BlueBobby Vinton,1,18.0,3,12,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",5n6zROqnqMtYXfQ2vazEaz,https://p.scdn.co/mp3-preview/647621ede769c235576c15959505d4abbaa55d2e?cid=b8d3901151d34489a160e3cf0ab1fa94,The Best Of Bobby Vinton,0.0,144533.0,39.0,0.607,0.303,10.0,-10.065,1.0,0.0244,0.817,0.0,0.183,0.555,97.383,4.0,8,3,1963,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1966-02-26,2/26/1966,75,Tears,TearsBobby Vinton,1,,75,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",3QlrXlXuaBLMYGmlroFRTV,https://p.scdn.co/mp3-preview/181b77321aff5958b95ea3a91105602679771bfd?cid=b8d3901151d34489a160e3cf0ab1fa94,The Greatest Hits of the Golden Groups,0.0,132800.0,4.0,0.589,0.411,7.0,-11.1,0.0,0.0277,0.779,0.0,0.28,0.499,96.242,3.0,2,26,1966,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1968-11-02,11/2/1968,64,I Love How You Love Me,I Love How You Love MeBobby Vinton,1,,64,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",3NQbjpaVxHz5s8ZIUtRAhu,https://p.scdn.co/mp3-preview/b3e1f6d85dbe5ecb0ba8354eb6001c86f99dcf39?cid=b8d3901151d34489a160e3cf0ab1fa94,The Best Of Bobby Vinton,0.0,148600.0,45.0,0.211,0.259,6.0,-10.779,1.0,0.0296,0.43,1.68e-05,0.114,0.224,73.172,3.0,11,2,1968,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1964-02-29,2/29/1964,65,My Heart Belongs To Only You,My Heart Belongs To Only YouBobby Vinton,1,,65,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",1TnDAb0MUJEAK7ajhOZnc7,https://p.scdn.co/mp3-preview/cee87c937914603d0aaccc3afff589584bea5a85?cid=b8d3901151d34489a160e3cf0ab1fa94,The Best Of Bobby Vinton,0.0,162466.0,46.0,0.397,0.415,11.0,-9.3,1.0,0.0305,0.772,0.0,0.175,0.474,72.207,4.0,2,29,1964,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1968-07-20,7/20/1968,65,Halfway To Paradise,Halfway To ParadiseBobby Vinton,1,,65,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",4vX60kQn4cOF0HgLQRS5Rm,https://p.scdn.co/mp3-preview/8024ff059a95d6636934d19ca039d5286c7d4f36?cid=b8d3901151d34489a160e3cf0ab1fa94,The Best Of Bobby Vinton,0.0,160440.0,29.0,0.384,0.301,4.0,-11.166,1.0,0.0282,0.797,0.0,0.108,0.348,93.611,4.0,7,20,1968,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1964-10-31,10/31/1964,70,Mr. Lonely,Mr. LonelyBobby Vinton,1,,70,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",5KG2ahk1cONbHvg3dBdTbx,https://p.scdn.co/mp3-preview/361a301346d6eaa9911ad543501836dc99041c22?cid=b8d3901151d34489a160e3cf0ab1fa94,The Best Of Bobby Vinton,0.0,161373.0,57.0,0.245,0.293,4.0,-10.361,1.0,0.0303,0.817,0.0,0.177,0.344,168.984,3.0,10,31,1964,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1962-12-01,12/1/1962,73,Let's Kiss And Make Up,Let's Kiss And Make UpBobby Vinton,1,,73,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",7dO8y24ZYL7kW3VWhsecCO,https://p.scdn.co/mp3-preview/457b443ef468a2c199cedf4e5954d0983e515e45?cid=b8d3901151d34489a160e3cf0ab1fa94,Bobby Vinton's Greatest Hits,0.0,147000.0,41.0,0.391,0.131,0.0,-13.729,1.0,0.0294,0.814,0.0,0.148,0.478,80.982,4.0,12,1,1962,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1966-04-30,4/30/1966,73,Dum-De-Da,Dum-De-DaBobby Vinton,1,,73,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,,,,,4,30,1966,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1965-05-08,5/8/1965,76,L-O-N-E-L-Y,L-O-N-E-L-YBobby Vinton,1,,76,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",5KG2ahk1cONbHvg3dBdTbx,https://p.scdn.co/mp3-preview/361a301346d6eaa9911ad543501836dc99041c22?cid=b8d3901151d34489a160e3cf0ab1fa94,The Best Of Bobby Vinton,0.0,161373.0,57.0,0.245,0.293,4.0,-10.361,1.0,0.0303,0.817,0.0,0.177,0.344,168.984,3.0,5,8,1965,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1962-08-11,8/11/1962,78,I Love You The Way You Are,I Love You The Way You AreBobby Vinton,1,,78,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",39NrjF31xeQSYLWcKmX9oq,https://p.scdn.co/mp3-preview/90683c20c1c762a3b76dbc8f4e87a567a2ab3f14?cid=b8d3901151d34489a160e3cf0ab1fa94,Bobby Vinton's Greatest Hits,0.0,174026.0,48.0,0.356,0.147,7.0,-14.514,1.0,0.0295,0.869,0.0,0.264,0.497,93.402,3.0,8,11,1962,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1965-03-06,3/6/1965,80,Long Lonely Nights,Long Lonely NightsBobby Vinton,1,,80,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",5uDYQi3C4MCh3BxLv4Tthr,https://p.scdn.co/mp3-preview/31d3279035e9fe900d6a9ed235275341fc7a2f5a?cid=b8d3901151d34489a160e3cf0ab1fa94,The Best Of Bobby Vinton,0.0,148760.0,39.0,0.295,0.365,0.0,-8.91,1.0,0.0296,0.836,0.0,0.0699,0.268,77.951,4.0,3,6,1965,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1967-03-18,3/18/1967,82,For He's A Jolly Good Fellow,For He's A Jolly Good FellowBobby Vinton,1,,82,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",10h6Y5HHIFM9KhNSxGi6e3,https://p.scdn.co/mp3-preview/3ff3ee336aaf6e8b79549cc0f08386141dc781b1?cid=b8d3901151d34489a160e3cf0ab1fa94,Sings The Newest Hits,0.0,163013.0,1.0,0.452,0.344,7.0,-11.507,1.0,0.0356,0.581,0.0,0.466,0.449,93.93,3.0,3,18,1967,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1967-12-30,12/30/1967,83,Just As Much As Ever,Just As Much As EverBobby Vinton,1,,83,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",3RfkdH5PGEn0pJpbV4H8qp,https://p.scdn.co/mp3-preview/4736b39481848882391af1d898a834b5c5c3cd20?cid=b8d3901151d34489a160e3cf0ab1fa94,16 Most Requested Songs,0.0,140173.0,19.0,0.442,0.112,1.0,-15.924,1.0,0.0298,0.883,0.0,0.138,0.333,85.01,4.0,12,30,1967,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1980-01-05,1/5/1980,85,Make Believe It's Your First Time,Make Believe It's Your First TimeBobby Vinton,1,,85,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,,,,,1,5,1980,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1970-02-07,2/7/1970,86,My Elusive Dreams,My Elusive DreamsBobby Vinton,1,,86,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",0qxxN0dtn5GZ0wNEboFekI,https://p.scdn.co/mp3-preview/a0d58a3c1c676cf0b08e9ac13fe420ba3ca38177?cid=b8d3901151d34489a160e3cf0ab1fa94,My Elusive Dreams,0.0,193493.0,8.0,0.344,0.161,2.0,-17.154,1.0,0.0314,0.53,0.0,0.106,0.38,90.824,4.0,2,7,1970,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1974-09-21,9/21/1974,88,My Melody Of Love,My Melody Of LoveBobby Vinton,1,,88,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",0kWgvFMSjTcmN0YHjmNxgO,,Because Of You (The Love Songs Collection),0.0,191760.0,36.0,0.382,0.483,9.0,-9.625,1.0,0.0258,0.337,0.0,0.282,0.461,82.612,4.0,9,21,1974,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1969-06-14,6/14/1969,90,The Days Of Sand And Shovels,The Days Of Sand And ShovelsBobby Vinton,1,,90,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",3Yb2SPt9W8tEiXj8GuXBVS,https://p.scdn.co/mp3-preview/32cfda1a7fc0706461dc50794918a2063a5c5496?cid=b8d3901151d34489a160e3cf0ab1fa94,Bobby Vinton's Greatest Hits of Love,0.0,224933.0,3.0,0.357,0.324,4.0,-13.476,1.0,0.0285,0.579,0.0,0.144,0.19,89.907,4.0,6,14,1969,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1966-08-06,8/6/1966,85,Petticoat White (Summer Sky Blue),Petticoat White (Summer Sky Blue)Bobby Vinton,1,,85,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",7inxB3CvYZyZb4i8KODD2s,https://p.scdn.co/mp3-preview/db702d44bb1bbe4ef972156dd26b115564b98fe9?cid=b8d3901151d34489a160e3cf0ab1fa94,Satin Pillows,0.0,143173.0,4.0,0.599,0.648,10.0,-10.893,1.0,0.0301,0.456,0.0,0.336,0.806,105.316,4.0,8,6,1966,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1976-05-29,5/29/1976,85,Save Your Kisses For Me,Save Your Kisses For MeBobby Vinton,1,,85,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,,,,,5,29,1976,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1967-05-20,5/20/1967,97,Red Roses For Mom,Red Roses For MomBobby Vinton,1,,97,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,,,,,5,20,1967,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1972-12-30,12/30/1972,98,But I Do,But I DoBobby Vinton,1,,98,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,,,,,12,30,1972,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1965-07-10,7/10/1965,90,"Theme From ""Harlow"" (Lonely Girl)","Theme From ""Harlow"" (Lonely Girl)Bobby Vinton",1,,90,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",6TvAEPaJCqLnLP4tLzbjFc,https://p.scdn.co/mp3-preview/3588dee8494c95393d515111136c9b587e4e9eca?cid=b8d3901151d34489a160e3cf0ab1fa94,Drive-In Movie Time (Live),0.0,139720.0,3.0,0.277,0.289,5.0,-13.006,0.0,0.0302,0.606,0.0,0.165,0.292,95.567,4.0,7,10,1965,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1963-11-30,11/30/1963,50,There! I've Said It Again,There! I've Said It AgainBobby Vinton,1,,50,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",6Scrggc1xNuIKYWdsftodj,https://p.scdn.co/mp3-preview/456876c95fc346544c5d86bf913569dfdc5d8ba9?cid=b8d3901151d34489a160e3cf0ab1fa94,The Best Of Bobby Vinton,0.0,140666.0,35.0,0.253,0.303,9.0,-10.364,1.0,0.0303,0.776,0.0,0.0959,0.308,80.146,4.0,11,30,1963,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1972-01-29,1/29/1972,98,Every Day Of My Life,Every Day Of My LifeBobby Vinton,1,,98,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,,,,,1,29,1972,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1976-05-01,5/1/1976,99,Moonlight Serenade,Moonlight SerenadeBobby Vinton,1,,99,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,,,,,5,1,1976,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1970-07-11,7/11/1970,100,No Arms Can Ever Hold You,No Arms Can Ever Hold YouBobby Vinton,1,,100,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",2Bw9DDKhseKHukQufooB3y,https://p.scdn.co/mp3-preview/1154faae53a9ff6755988479abcea72957c69a80?cid=b8d3901151d34489a160e3cf0ab1fa94,Vinton,0.0,151826.0,4.0,0.354,0.158,3.0,-12.745,1.0,0.0279,0.784,1.06e-05,0.213,0.209,80.743,4.0,7,11,1970,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1977-06-04,6/4/1977,99,Only Love Can Break A Heart,Only Love Can Break A HeartBobby Vinton,1,,99,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",5GlfyCpEDQ2AlZ6leIZN8u,,Because Of You (The Love Songs Collection),0.0,181493.0,22.0,0.327,0.321,9.0,-9.026,1.0,0.0294,0.422,0.0,0.142,0.243,124.184,3.0,6,4,1977,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1975-06-21,6/21/1975,84,Wooden Heart,Wooden HeartBobby Vinton,1,,84,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,,,,,6,21,1975,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1969-04-05,4/5/1969,72,To Know You Is To Love You,To Know You Is To Love YouBobby Vinton,1,,72,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",3gXO4EiIocjy58CbyE8ipW,https://p.scdn.co/mp3-preview/075aaed9e5b6304a4fefcee568759efbc59de193?cid=b8d3901151d34489a160e3cf0ab1fa94,16 Most Requested Songs,0.0,141400.0,26.0,0.451,0.152,7.0,-15.766,1.0,0.0275,0.66,4.37e-06,0.162,0.131,88.547,3.0,4,5,1969,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1962-12-08,12/8/1962,76,Trouble Is My Middle Name,Trouble Is My Middle NameBobby Vinton,1,,76,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",5qAAs6ndwSQJ7YZ4wZ3Py8,https://p.scdn.co/mp3-preview/b7ccf1c34c1e109c1bee773ebfaf5f7c4fc25351?cid=b8d3901151d34489a160e3cf0ab1fa94,Bobby Vinton's Greatest Hits,0.0,146626.0,54.0,0.481,0.204,5.0,-15.508,1.0,0.0261,0.875,0.0,0.591,0.45,94.868,4.0,12,8,1962,Bobby Vinton,male
Bobby Vinton,15,http://www.billboard.com/charts/hot-100/1965-09-18,9/18/1965,87,What Color (Is A Man),What Color (Is A Man)Bobby Vinton,1,,87,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,,,,,9,18,1965,Bobby Vinton,male
Heart,15,http://www.billboard.com/charts/hot-100/1981-03-07,3/7/1981,96,Tell It Like It Is,Tell It Like It IsHeart,1,78.0,8,16,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",2F1tiSvwwzEpMyEEfVGyaA,https://p.scdn.co/mp3-preview/a7fc8d4ae6833be2810eb7e496c4fdc1c9bbdb80?cid=b8d3901151d34489a160e3cf0ab1fa94,Greatest Hits,0.0,269706.0,26.0,0.306,0.422,0.0,-13.578,1.0,0.0345,0.0387,1.1e-06,0.0809,0.671,201.042,3.0,3,7,1981,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1978-01-07,1/7/1978,82,Crazy On You,Crazy On YouHeart,2,,82,14,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",5zH710lFSLtkHbMkslLDjR,,Dreamboat Annie,0.0,293440.0,66.0,0.427,0.459,9.0,-12.442,0.0,0.0332,0.116,0.000103,0.132,0.383,129.878,4.0,1,7,1978,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1987-05-16,5/16/1987,53,Alone,AloneHeart,1,,53,1,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",54b8qPFqYqIndfdxiLApea,,Bad Animals,0.0,218733.0,74.0,0.418,0.452,1.0,-13.099,1.0,0.0356,0.638,0.00026,0.0959,0.168,175.088,4.0,5,16,1987,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1990-03-31,3/31/1990,57,All I Wanna Do Is Make Love To You,All I Wanna Do Is Make Love To YouHeart,1,,57,1,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",5YjKdeES9QRJ8NmF4Xc8pV,,Brigade,0.0,310893.0,66.0,0.626,0.746,7.0,-8.832,1.0,0.0282,0.16,0.0,0.0618,0.8,102.896,4.0,3,31,1990,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1990-11-10,11/10/1990,23,Stranded,StrandedHeart,1,28.0,23,8,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",5KwYd278TmyAkLs686tsyw,,Brigade,0.0,238826.0,40.0,0.388,0.55,6.0,-9.903,1.0,0.0311,0.157,0.0,0.0913,0.253,159.978,3.0,11,10,1990,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1978-11-11,11/11/1978,25,Straight On,Straight OnHeart,1,29.0,25,8,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",12ucCd1VANzNJSCMQ5UMvO,https://p.scdn.co/mp3-preview/dd1dd5523cee2ecc768760b7487791a7c9a37b1c?cid=b8d3901151d34489a160e3cf0ab1fa94,Dog & Butterfly,0.0,307973.0,49.0,0.765,0.416,11.0,-15.527,0.0,0.0675,0.0127,0.00484,0.0742,0.932,117.375,4.0,11,11,1978,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1977-07-16,7/16/1977,26,Barracuda,BarracudaHeart,1,30.0,26,8,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",4KfSdst7rW39C0sfhArdrz,https://p.scdn.co/mp3-preview/40fe19875a5d5aae773c517c3179c47d12f94c25?cid=b8d3901151d34489a160e3cf0ab1fa94,Little Queen,0.0,261933.0,75.0,0.547,0.691,4.0,-13.553,0.0,0.0369,0.015,0.105,0.144,0.667,137.148,4.0,7,16,1977,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1979-03-24,3/24/1979,35,Dog + Butterfly,Dog + ButterflyHeart,1,38.0,35,8,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",00r40cNOJTjlNw5cG4ADHf,https://p.scdn.co/mp3-preview/2910e264953a471eab131e9cf71c751704408508?cid=b8d3901151d34489a160e3cf0ab1fa94,Dog & Butterfly,0.0,319533.0,42.0,0.657,0.314,4.0,-18.858,1.0,0.0329,0.314,4.89e-06,0.12,0.422,124.611,4.0,3,24,1979,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1986-04-19,4/19/1986,65,Nothin' At All,Nothin' At AllHeart,1,,65,1,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",4lCF99jVlxFpiAPCuvPfga,,Heart,0.0,247565.0,41.0,0.592,0.761,7.0,-6.947,1.0,0.0292,0.0878,1.57e-05,0.234,0.507,123.268,4.0,4,19,1986,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1990-06-23,6/23/1990,67,I Didn't Want To Need You,I Didn't Want To Need YouHeart,1,,67,1,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",1YkQGGaaE5Qqes82meBdOi,,Brigade,0.0,249533.0,35.0,0.291,0.804,9.0,-8.329,1.0,0.0628,0.149,5.23e-06,0.298,0.483,178.046,4.0,6,23,1990,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1985-09-14,9/14/1985,70,Never,NeverHeart,1,,70,1,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",4yEMyaB6PGBpQvac2yD9wZ,,Heart,0.0,246611.0,50.0,0.586,0.768,10.0,-7.479,0.0,0.0346,0.528,1.49e-06,0.328,0.675,96.241,4.0,9,14,1985,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1978-04-08,4/8/1978,79,Heartless,HeartlessHeart,1,,79,1,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",0TQ8uuzlzubDsoeYGmA3zF,,Magazine,0.0,301226.0,38.0,0.61,0.834,11.0,-5.33,0.0,0.0359,0.0541,0.0197,0.0926,0.852,131.372,4.0,4,8,1978,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1988-02-20,2/20/1988,80,I Want You So Bad,I Want You So BadHeart,1,,80,1,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",1aupoGq6oWjYKOKbabJ0Bm,,Bad Animals,0.0,261640.0,35.0,0.322,0.529,9.0,-13.676,0.0,0.0326,0.25,0.00015,0.181,0.358,124.62,5.0,2,20,1988,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1991-03-23,3/23/1991,100,Secret,SecretHeart,1,80.0,64,8,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",7tQxhJ3Vl57OMuFW8PBGWS,,Brigade,0.0,254373.0,44.0,0.499,0.536,9.0,-8.755,0.0,0.0352,0.444,0.0,0.287,0.284,127.792,4.0,3,23,1991,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1986-07-19,7/19/1986,81,If Looks Could Kill,If Looks Could KillHeart,1,,81,1,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",1mr9ZUNWfCUClBDhYbCErx,,Heart,0.0,220415.0,45.0,0.508,0.947,7.0,-6.995,0.0,0.085,0.0777,0.0,0.712,0.691,145.099,4.0,7,19,1986,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1976-12-18,12/18/1976,82,Dreamboat Annie,Dreamboat AnnieHeart,1,,82,1,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",7IyuwRPPNq6gYI1vzqKsrU,,Dreamboat Annie,0.0,121706.0,44.0,0.497,0.409,0.0,-15.649,1.0,0.0335,0.142,0.000141,0.185,0.649,114.823,4.0,12,18,1976,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1980-02-09,2/9/1980,82,Even It Up,Even It UpHeart,1,,82,1,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",1bHoWgbCixwEqq817VtNQa,https://p.scdn.co/mp3-preview/26b82477c4f231e1c3ed5f64f8c2e51443d6fb62?cid=b8d3901151d34489a160e3cf0ab1fa94,Bebe Le Strange,0.0,309893.0,36.0,0.7,0.749,9.0,-11.262,1.0,0.035,0.171,0.35,0.0613,0.965,135.971,4.0,2,9,1980,Heart,group
Heart,15,http://www.billboard.com/charts/hot-100/1977-11-26,11/26/1977,84,Kick It Out,Kick It OutHeart,1,,84,1,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",4QUjwfigQ1qSv0E1jN5yOr,https://p.scdn.co/mp3-preview/b8c80e5a4d239cfd9f77472bd8713ade71684255?cid=b8d3901151d34489a160e3cf0ab1fa94,Little Queen,0.0,165466.0,38.0,0.402,0.726,9.0,-12.174,0.0,0.0459,0.0786,0.0,0.0646,0.674,149.272,4.0,11,26,1977,Heart,group
